movie_code,Title,Revenue,Budget,Runtime,Opening_weekend_US,Rating,Production_company,Genre,IMDb_code,year_released,month_released,day_released
11589,Kelly's Heroes,5200000,4000000,144,5200000,R,"Katzka-Loeb, Avala Film, Metro-Goldwyn-Mayer","Adventure, Comedy, War",tt0065938,1970,06,22
22164,Blood and Bone,0,3700000,93,0,R,"Remarkable Films, Michael Mailer Films","Action, Crime, Thriller",tt0346631,2009,02,07
802,Lolita,9250000,2000000,154,9250000,R,"Seven Arts Productions, Harris Kubrick Pictures, A.A. Productions, Ltd., Anya Pictures, Transworld Pictures",Drama,tt0056193,1962,06,13
6644,El Dorado,6000000,4653000,126,6000000,R,"Paramount Pictures, Laurel Productions",Western,tt0061619,1966,12,17
82690,Wreck-It Ralph,471222889,165000000,101,471222889,R,"Walt Disney Animation Studios, Walt Disney Pictures","Family, Animation, Comedy, Adventure",tt1772341,2012,11,01
874,A Man for All Seasons,28350000,3900000,120,28350000,R,Highland Films,"Drama, History",tt0060665,1966,12,13
88,Dirty Dancing,214577242,6000000,100,214577242,R,"Great American Films Limited Partnership, Vestron Pictures","Drama, Music, Romance",tt0092890,1987,08,21
506528,Harriet,0,17000000,125,0,R,"Stay Gold Features, Martin Chase Productions","Drama, History",tt4648786,2019,11,01
360365,Tini: The New Life of Violetta,17000172,19201483,95,17000172,R,"Gloriamundi Producciones, Lapis Film, Walt Disney Pictures","Comedy, Drama, Music",tt5122374,2016,05,04
315635,Spider-Man: Homecoming,880166924,175000000,133,880166924,R,"Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures","Action, Adventure, Science Fiction, Drama",tt2250912,2017,07,05
14638,The Killers,0,0,103,0,R,Universal Pictures,"Crime, Mystery, Thriller",tt0038669,1946,08,30
13183,Watchmen,185258983,130000000,163,185258983,R,"Warner Bros. Pictures, Paramount Pictures, Legendary Pictures, DC, Lawrence Gordon Productions, Lloyd Levin Productions","Mystery, Action, Science Fiction",tt0409459,2009,03,04
297,Meet Joe Black,142940100,90000000,178,142940100,R,"Universal Pictures, City Light Films","Fantasy, Drama, Romance",tt0119643,1998,11,12
27275,G.O.R.A.,0,0,127,0,R,"Böcek Film, Böcek Yapım, BKM","Adventure, Comedy, Science Fiction",tt0384116,2004,11,12
377,A Nightmare on Elm Street,57004513,1800000,91,57004513,R,"New Line Cinema, Smart Egg Pictures, Media Home Entertainment, Cinema 84, The Elm Street Venture",Horror,tt0087800,1984,10,31
9571,Dazed and Confused,8000000,6900000,102,8000000,R,"Gramercy Pictures, Alphaville Films, Detour Filmproduction","Comedy, Drama",tt0106677,1993,09,24
191714,The Lunchbox,17240000,3400000,104,17240000,R,"UTV Motion Pictures, Sikhya Entertainment, DAR Motion Pictures, Dharma Productions, ARTE France Cinéma, CNC, The Match Factory, Asap Films, Rohfilm, Cine Mosaic, National Film Development Corporation of India, Sony Pictures Classics","Drama, Romance",tt2350496,2013,09,20
134,"O Brother, Where Art Thou?",71900000,26000000,107,71900000,R,"Touchstone Pictures, Universal Pictures, StudioCanal, Working Title Films, Mike Zoss Productions","Adventure, Comedy, Crime",tt0190590,2000,08,30
470,21 Grams,60427839,20000000,124,60427839,R,"This Is That, Y Productions, Mediana Productions Filmgesellschaft, Focus Features","Drama, Crime, Thriller",tt0315733,2003,09,06
576845,Last Night in Soho,22957625,43000000,116,22957625,R,"Film4 Productions, Working Title Films, Complete Fiction, Perfect World Pictures, Focus Features","Mystery, Thriller, Horror",tt9639470,2021,10,21
626735,Dog,84774243,20000000,101,84774243,R,"FilmNation Entertainment, Free Association, Metro-Goldwyn-Mayer","Drama, Comedy",tt11252248,2022,02,17
587792,Palm Springs,164000,5000000,90,164000,R,"Limelight, The Lonely Island, Sun Entertainment Culture Los Angeles","Comedy, Romance, Science Fiction",tt9484998,2020,07,10
545609,Extraction,0,65000000,116,0,R,"AGBO, Thematic Entertainment, TGIM Films","Action, Thriller",tt8936646,2020,04,23
324552,John Wick: Chapter 2,171539887,40000000,122,171539887,R,"Thunder Road, 87Eleven, Summit Entertainment","Action, Thriller, Crime",tt4425200,2017,02,08
54138,Star Trek Into Darkness,467381584,190000000,132,467381584,R,"Bad Robot, Paramount Pictures, Skydance Media","Action, Adventure, Science Fiction",tt1408101,2013,05,05
9065,Europa,1007976,0,113,1007976,R,"Det Danske Filminstitut, Gérard Mital Productions, Nordisk Film Denmark, WMG Film, Euroimages Fund of the Council of Europe, Alicéléo, Eurimages, Fortuna Film, Institut suisse du film, Sofinergie 1, Sofinergie 2, Svenska Filminstitutet, UGC, Coproduction Office","Crime, Drama, Thriller",tt0101829,1991,06,27
504608,Rocketman,167300000,40000000,121,167300000,R,"Paramount Pictures, New Republic Pictures, Marv, Rocket Pictures, Lawrence Bender Productions","Music, Drama",tt2066051,2019,05,17
28055,Blood and Black Lace,0,0,88,0,R,"Emmepi Cinematografica, Monachia Film, Les Productions Georges de Beauregard, Top-Film","Horror, Thriller, Mystery",tt0058567,1964,04,10
899112,Violent Night,75734910,20000000,111,75734910,R,"87North Productions, Universal Pictures, Original Pictures, dentsu","Action, Comedy, Crime, Fantasy",tt12003946,2022,11,30
119450,Dawn of the Planet of the Apes,710644566,170000000,130,710644566,R,"TSG Entertainment, Chernin Entertainment, Ingenious Media","Science Fiction, Action, Drama, Thriller",tt2103281,2014,07,08
10647,Pay It Forward,55707411,40000000,122,55707411,R,"Bel Air Entertainment, Warner Bros. Pictures, Tapestry Films",Drama,tt0223897,2000,10,20
3131,Gangs of New York,193800000,100000000,168,193800000,R,"Miramax, Touchstone Pictures, Initial Entertainment Group, Alberto Grimaldi Productions","Drama, History, Crime",tt0217505,2002,12,14
13635,Mesrine: Killer Instinct,31055440,0,113,31055440,R,"Remstar Productions, Novo RPI, La Petite Reine","Drama, Action, Thriller, Crime",tt1259014,2008,10,22
4543,Monty Python's The Meaning of Life,15000000,9000000,107,15000000,R,"Celandine Films, The Monty Python Partnership, Universal Pictures",Comedy,tt0085959,1983,03,31
759,Gentlemen Prefer Blondes,5300000,2300000,91,5300000,R,20th Century Fox,"Comedy, Romance",tt0045810,1953,07,14
998022,The Teachers' Lounge,0,0,98,0,R,"if... Productions, ZDF, ARTE","Drama, Thriller",tt26612950,2023,05,04
454626,Sonic the Hedgehog,319700000,90000000,99,319700000,R,"Original Film, Blur Studio, Marza Animation Planet, Paramount Pictures, SEGA, SEGA of America","Action, Science Fiction, Comedy, Family",tt3794354,2020,02,12
212167,Patema Inverted,0,0,98,0,R,"Purple Cow Studios Japan, STUDIO RIKKA, Asmik Ace, Good Smile Company, KADOKAWA, Directions","Animation, Science Fiction, Adventure, Drama",tt2981768,2013,11,09
21348,Kirikou and the Sorceress,0,4495000,71,0,R,"Les Armateurs, Monipoly Productions, France 3 Cinéma, RTBF","Fantasy, Adventure, Animation, Family",tt0181627,1998,12,09
687,Dead Man Walking,39363635,11000000,122,39363635,R,"Havoc, PolyGram Filmed Entertainment, Working Title Films",Drama,tt0112818,1995,12,29
486947,The Guilty,0,0,86,0,R,Nordisk Film Denmark,"Thriller, Drama, Crime",tt6742252,2018,02,22
259316,Fantastic Beasts and Where to Find Them,809342332,180000000,132,809342332,R,"Heyday Films, Warner Bros. Pictures","Fantasy, Adventure",tt3183660,2016,11,16
25793,Precious,47536959,10000000,110,47536959,R,Smokewood Entertainment Group,Drama,tt0929632,2009,11,06
965,The Magnificent Ambersons,0,0,88,0,R,"Mercury Productions, RKO Radio Pictures","Drama, Romance",tt0035015,1942,07,10
667538,Transformers: Rise of the Beasts,439000000,195000000,127,439000000,R,"Skydance Media, Paramount Pictures, di Bonaventura Pictures, Bay Films, New Republic Pictures, DeSanto/Murphy Productions, Hasbro","Science Fiction, Adventure, Action",tt5090568,2023,06,06
61791,Rise of the Planet of the Apes,481800873,93000000,105,481800873,R,"Dune Entertainment, Chernin Entertainment, Ingenious Media, Big Screen Productions, 20th Century Fox","Thriller, Action, Drama, Science Fiction",tt1318514,2011,08,03
4816,Ghost Dog: The Way of the Samurai,9392768,2000000,116,9392768,R,"Bac Films, JVC, Le Studio Canal+, Pandora Film, ARD Degeto, Plywood Productions","Crime, Drama",tt0165798,1999,10,06
2502,The Bourne Supremacy,288500217,75000000,108,288500217,R,"Universal Pictures, The Kennedy/Marshall Company, Hypnotic, Motion Picture THETA Produktionsgesellschaft, Ludlum Entertainment, Studio Trite","Action, Drama, Thriller",tt0372183,2004,07,23
938614,Late Night with the Devil,11902746,2000000,93,11902746,R,"Spooky Pictures, Future Pictures, Good Fiend Films, Image Nation Abu Dhabi, VicScreen, AGC Studios",Horror,tt14966898,2024,03,19
2977,Becoming Jane,37311672,16500000,120,37311672,R,"Ecosse Films, 2 Entertain","Romance, Drama",tt0416508,2007,03,02
2666,Dark City,27200000,27000000,112,27200000,R,"New Line Cinema, Mystery Clock Cinema","Mystery, Science Fiction",tt0118929,1998,02,27
866,Finding Neverland,116766556,25000000,106,116766556,R,"Miramax, FilmColony, Mirimax","Drama, Fantasy",tt0308644,2004,10,17
228,The Blue Angel,0,0,108,0,R,UFA,Drama,tt0020697,1930,04,01
18311,Days of Being Wild,3255404,0,94,3255404,R,In-Gear Film Production Co. Ltd.,"Crime, Drama, Romance",tt0101258,1990,12,15
13008,An American Crime,0,2000000,97,0,R,"First Look International, Killer Films, Showtime Networks","Crime, Drama, Horror",tt0802948,2007,07,27
7445,Brothers,43500000,26000000,105,43500000,R,"Lionsgate, Relativity Media, Sighvatsson Films, Michael De Luca Productions, Palomar Pictures, Mandate International","Drama, Thriller, War",tt0765010,2009,12,02
5548,RoboCop,53424681,13000000,102,53424681,R,Orion Pictures,"Action, Thriller, Science Fiction",tt0093870,1987,07,17
122917,The Hobbit: The Battle of the Five Armies,956019788,250000000,144,956019788,R,"Warner Bros. Pictures, New Line Cinema, Metro-Goldwyn-Mayer, WingNut Films, The Saul Zaentz Company","Action, Adventure, Fantasy",tt2310332,2014,12,10
11948,"Merry Christmas, Mr. Lawrence",2306560,0,124,2306560,R,"Recorded Picture Company, National Film Trustee Company, Antares-Nova, Oshima Productions, Broadbank Investments, Asahi Broadcasting Corporation","Drama, History, War",tt0085933,1983,05,28
10669,Deliverance,46122355,2000000,109,46122355,R,"Warner Bros. Pictures, Elmer Enterprises","Drama, Adventure, Thriller",tt0068473,1972,08,18
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",47774193,0,109,47774193,R,"Amblin Entertainment, Universal Pictures","Comedy, Drama",tt0114682,1995,09,07
3063,Duck Soup,0,0,69,0,R,Paramount Pictures,"Comedy, War",tt0023969,1933,11,12
892,Delicatessen,1794187,4000000,99,1794187,R,"Victoires Productions, Constellation, Hachette Première, Sofinergie Films, Sofinergie 2, Investimage 2, Fondation GAN pour le Cinéma, UGC Films, Constellation Entertainment, Union Générale Cinématographique","Comedy, Science Fiction, Fantasy",tt0101700,1991,04,17
754609,Mrs. Harris Goes to Paris,10370305,0,116,10370305,R,"Superbe Films, Hero Squared, Elysian Films, uMedia, Moonriver TV, National Film Institute Hungary, Entertainment One Features","Drama, Comedy, History",tt5151570,2022,07,15
390497,Tunnel,52444295,1000000,126,52444295,R,"BA Entertainment, Showbox","Thriller, Adventure",tt5910280,2016,08,10
12900,Conspiracy,0,0,96,0,R,"HBO Films, BBC Film","History, Drama, War, TV Movie",tt0266425,2001,05,19
9539,Martyrs,1100000,6500000,99,1100000,R,"Wild Bunch, TCB Films, Eskwad","Horror, Drama, Thriller",tt1029234,2008,06,12
420814,Christopher Robin,99138899,75000000,104,99138899,R,"Walt Disney Pictures, 2DUX²","Adventure, Comedy, Family, Fantasy",tt4575576,2018,08,01
400617,Phantom Thread,47756590,35000000,130,47756590,R,"Annapurna Pictures, JoAnne Sellar Productions, Ghoulardi Film Company, Perfect World Pictures","Drama, Romance",tt5776858,2017,12,25
167073,Brooklyn,62076141,11000000,111,62076141,R,"Wildgaze Films, Parallel Film Productions, BBC Film, Bun and Ham Productions, Finola Dwyer Productions, Item 7, Fox Searchlight Pictures, Téléfilm Canada, Ingenious Media, HanWay Films, TSG Entertainment","Romance, Drama, History",tt2381111,2015,10,20
47735,Summer with Monika,0,0,98,0,R,SF Studios,"Drama, Romance",tt0046345,1953,02,09
590223,Love and Monsters,1122066,30000000,109,1122066,R,21 Laps Entertainment,"Comedy, Action, Adventure, Science Fiction",tt2222042,2020,10,16
583689,Moxie,0,0,111,0,R,Paper Kite Productions,"Comedy, Drama, Music",tt6432466,2021,03,03
6404,Nosferatu the Vampyre,0,1400000,107,0,R,"Werner Herzog Filmproduktion, Gaumont, ZDF","Drama, Horror",tt0079641,1979,01,17
922,Dead Man,103800000,9000000,121,103800000,R,"JVC, Newmarket Capital Group, 12 Gauge Productions, Pandora Film","Drama, Fantasy, Western",tt0112817,1995,12,23
57212,War Horse,177584879,66000000,146,177584879,R,"DreamWorks Pictures, Reliance Entertainment, Amblin Entertainment, The Kennedy/Marshall Company, Touchstone Pictures","War, History, Adventure",tt1568911,2011,12,25
7340,Carrie,33800000,1800000,98,33800000,R,United Artists,"Horror, Thriller",tt0074285,1976,11,03
969492,Land of Bad,6461949,18000000,113,6461949,R,"Broken Open Pictures, Volition Media Partners, Highland Film Group, Hoodlum Entertainment, R.U. Robot Studios, Moonbow, Gosdom Entertainment, Short Porch Pictures, The Avenue Entertainment",Action,tt19864802,2024,01,25
1265,Bridge to Terabithia,137587063,60000000,96,137587063,R,"Lauren Levine Productions Inc., Walden Media, Hal Lieberman Company, Walt Disney Pictures","Adventure, Drama, Family",tt0398808,2007,02,15
801,"Good Morning, Vietnam",123922370,13000000,121,123922370,R,"Touchstone Pictures, Silver Screen Partners III","Comedy, Drama, War",tt0093105,1987,12,23
4771,Gone Baby Gone,34600000,19000000,113,34600000,R,"Miramax, The Ladd Company","Crime, Drama, Mystery",tt0452623,2007,09,18
420809,Maleficent: Mistress of Evil,491730089,185000000,119,491730089,R,"Walt Disney Pictures, Roth Films","Family, Fantasy, Adventure, Action",tt4777008,2019,10,16
228194,The Hundred-Foot Journey,89500000,22000000,122,89500000,R,"Amblin Entertainment, Harpo Films, Participant, Imagenation Abu Dhabi FZ, Reliance Entertainment, Touchstone Pictures, DreamWorks Pictures","Drama, Comedy",tt2980648,2014,08,06
38142,5 Centimeters per Second,0,5000000,63,0,R,CoMix Wave Films,"Animation, Romance, Drama",tt0983213,2007,03,03
779,Vampyr,0,0,73,0,R,Tobis Filmkunst,"Horror, Fantasy, Mystery",tt0023649,1932,05,06
2640,Heathers,1100000,3000000,103,1100000,R,"New World Pictures, Cinemarque Entertainment","Comedy, Crime",tt0097493,1989,03,31
10911,The Guns of Navarone,28900000,6000000,160,28900000,R,"Highroad Productions, Columbia Pictures","War, Adventure, Thriller, Action",tt0054953,1961,04,27
304357,Woman in Gold,61619773,11000000,109,61619773,R,"Origin Pictures, BBC Film",Drama,tt2404425,2015,03,20
44264,True Grit,252300000,38000000,110,252300000,R,"Paramount Pictures, Scott Rudin Productions, Mike Zoss Productions, Skydance Media","Drama, Adventure, Western",tt1403865,2010,12,22
14447,A Matter of Loaf and Death,0,0,30,0,R,Aardman,"Family, Animation, Comedy",tt1118511,2008,12,03
3109,The Quiet Man,3800000,1750000,129,3800000,R,Republic Pictures,"Romance, Comedy, Drama",tt0045061,1952,07,21
449406,Vivo,0,0,103,0,R,"Sony Pictures Animation, Columbia Pictures, Laurence Mark Productions, One Cool Pictures, Sony Pictures","Animation, Family, Comedy",tt6338498,2021,07,30
446893,Trolls World Tour,49276818,90000000,90,49276818,R,"DreamWorks Animation, Universal Pictures, dentsu","Family, Animation, Comedy, Fantasy, Adventure, Music",tt6587640,2020,03,11
861,Total Recall,261317921,65000000,113,261317921,R,"Carolco Pictures, Ronald Shusett/Gary Goldman Productions","Action, Adventure, Science Fiction",tt0100802,1990,06,01
690,Pickpocket,0,0,75,0,R,Lux Compagnie Cinématographique de France,"Crime, Drama",tt0053168,1959,12,16
21956,Scooby-Doo! and the Monster of Mexico,0,0,75,0,R,"Hanna-Barbera Productions, Warner Bros. Animation","Animation, Comedy, Family, Mystery",tt0369903,2003,09,30
45612,Source Code,147332697,32000000,94,147332697,R,"The Mark Gordon Company, Vendôme Pictures, Summit Entertainment, StudioCanal","Thriller, Science Fiction, Mystery",tt0945513,2011,03,30
15392,Crossroads,5738952,0,99,5738952,R,Columbia Pictures,"Drama, Music, Mystery, Romance",tt0090888,1986,03,14
25673,A Place in the Sun,7000000,2300000,122,7000000,R,"Paramount Pictures, George Stevens Jr. Productions","Drama, Romance, Crime",tt0043924,1951,06,12
11886,Robin Hood,33000000,5000000,83,33000000,R,Walt Disney Productions,"Animation, Family",tt0070608,1973,11,08
813,Airplane!,83453539,3500000,88,83453539,R,"Paramount Pictures, Howard W. Koch Productions",Comedy,tt0080339,1980,07,02
49538,X-Men: First Class,353624124,160000000,132,353624124,R,"The Donners' Company, Bad Hat Harry Productions, 20th Century Fox, Marvel Entertainment","Action, Science Fiction, Adventure",tt1270798,2011,06,01
11502,Knife in the Water,0,0,94,0,R,"Zespół Filmowy ""Kamera""","Drama, Thriller",tt0056291,1962,03,09
381,To Catch a Thief,8750000,2500000,106,8750000,R,Paramount Pictures,"Mystery, Romance, Thriller",tt0048728,1955,08,03
87,Indiana Jones and the Temple of Doom,333000000,28000000,118,333000000,R,"Paramount Pictures, Lucasfilm Ltd.","Adventure, Action",tt0087469,1984,05,23
338766,Hell or High Water,37600000,12000000,102,37600000,R,"Sidney Kimmel Entertainment, Film 44, OddLot Entertainment, Estrella Media, Lionsgate, CBS Films, Sierra/Affinity","Western, Crime, Drama",tt2582782,2016,08,11
11963,Three Days of the Condor,41509797,7800000,117,41509797,R,"Dino De Laurentiis Company, Paramount Pictures, Tom Ward Enterprises, Wildwood Enterprises","Thriller, Mystery",tt0073802,1975,09,24
764,The Evil Dead,29612367,350000,85,29612367,R,Renaissance Pictures,Horror,tt0083907,1981,09,10
453395,Doctor Strange in the Multiverse of Madness,955775804,200000000,126,955775804,R,"Marvel Studios, Kevin Feige Productions","Fantasy, Action, Adventure",tt9419884,2022,05,04
265712,Stand by Me Doraemon,83100000,35000000,90,83100000,R,"TOHO, Shirogumi, Robot Communications, Shin-Ei Animation","Animation, Family, Science Fiction, Fantasy, Adventure",tt3331846,2014,08,08
13446,Withnail & I,1544889,0,108,1544889,R,"Handmade Films, Cineplex-Odeon Films","Comedy, Drama",tt0094336,1987,06,19
557,Spider-Man,821708551,139000000,121,821708551,R,"Marvel Enterprises, Laura Ziskin Productions, Columbia Pictures","Action, Science Fiction",tt0145487,2002,05,01
104,Run Lola Run,7656558,1530000,81,7656558,R,"X Filme Creative Pool, WDR","Action, Drama, Thriller",tt0130827,1998,03,03
407448,Detroit,23400000,34000000,143,23400000,R,"Annapurna Pictures, Page 1, Harpers Ferry","Crime, Drama, Thriller, History",tt5390504,2017,07,28
259693,The Conjuring 2,321800000,40000000,134,321800000,R,"New Line Cinema, The Safran Company, Atomic Monster, RatPac Entertainment",Horror,tt3065204,2016,06,08
58857,13 Assassins,17555141,6000000,141,17555141,R,"TOHO, Sedic International, Toei Studios Kyoto, OLM, TV Asahi Music, IMAGICA, TV Asahi, dentsu, Shogakukan, The Asahi Shimbun, Asahi Broadcasting Corporation, Nagoya Broadcasting Network, Kyushu Asahi Broadcasting, Television Hokkaido Broadcasting, Yahoo! Japan, TSUTAYA Group, Hiroshima Home Television, Sedic Deux, Raku Film, Recorded Picture Company, HanWay Films","Adventure, Drama, Action",tt1436045,2010,09,09
10112,The Aristocats,191000000,4000000,78,191000000,R,Walt Disney Productions,"Animation, Comedy, Family, Adventure",tt0065421,1970,11,13
1491,The Illusionist,87892388,16500000,110,87892388,R,"Contagious Entertainment, Michael London Productions, Koppelman-Levien","Fantasy, Drama, Thriller, Romance",tt0443543,2006,08,18
199,Star Trek: First Contact,146027888,46000000,111,146027888,R,Paramount Pictures,"Science Fiction, Action, Adventure, Thriller",tt0117731,1996,11,22
571468,Freaks Out,0,12000000,141,0,R,"Lucky Red, Goon Films, GapBusters, RAI Cinema, VOO, BeTV","Adventure, Fantasy, Drama",tt7270808,2021,10,28
550231,The Secret: Dare to Dream,3215636,21000000,107,3215636,R,"Savvy Media Holdings, Covert Media, Roadside Attractions, Illumination Productions, Robert Cort Productions, Shine Box Media Group, Tri G","Drama, Romance",tt4411584,2020,04,16
36040,Walkabout,0,0,95,0,R,"Si Litvinoff Film Production, Max L. Raab Productions","Adventure, Drama",tt0067959,1971,07,01
408220,Justice League Dark,0,0,75,0,R,"Warner Bros. Animation, DC Entertainment, DC","Animation, Action, Fantasy",tt2494376,2017,01,24
11499,Frost/Nixon,18593156,25000000,122,18593156,R,"Universal Pictures, Imagine Entertainment, Working Title Films, StudioCanal, Relativity Media","Drama, History",tt0870111,2008,10,15
912908,Strays,32000000,46000000,93,32000000,R,"Universal Pictures, Lord Miller, Picturestart, Rabbit Hole Productions","Comedy, Adventure",tt15153532,2023,08,17
3,Shadows in Paradise,0,0,74,0,R,Villealfa Filmproductions,"Comedy, Drama, Romance",tt0092149,1986,10,17
114150,Pitch Perfect,115647426,17000000,112,115647426,R,"Brownstone Productions, Gold Circle Films, Universal Pictures","Comedy, Music, Romance",tt1981677,2012,09,28
8337,They Live,13000000,4000000,93,13000000,R,"Alive Films, Larry Franco Productions","Science Fiction, Action",tt0096256,1988,11,04
941,Lethal Weapon,120200000,15000000,110,120200000,R,"Silver Pictures, Warner Bros. Pictures","Adventure, Action, Comedy, Thriller, Crime",tt0093409,1987,03,06
1040148,"Ruby Gillman, Teenage Kraken",45528749,70000000,91,45528749,R,DreamWorks Animation,"Animation, Family, Fantasy, Comedy",tt27155038,2023,06,28
949423,Pearl,10139416,8001529,102,10139416,R,"A24, Little Lamb Productions","Horror, Drama",tt18925334,2022,09,16
493922,Hereditary,87825916,10000000,128,87825916,R,PalmStar Media,"Horror, Mystery, Thriller",tt7784604,2018,06,07
298582,Full Out,0,1500000,94,0,R,Carmel Creek Productions,"History, Drama, Family",tt3977462,2015,09,11
11943,Jeremiah Johnson,44700000,3100000,108,44700000,R,"Sanford Productions (III), Warner Bros. Pictures","Adventure, Western",tt0068762,1972,09,10
53457,Sarah's Key,17511906,10000000,111,17511906,R,"A Plus Image, Hugo Productions, Studio 37, TF1 Droits Audiovisuels, France 2 Cinéma, TPS Star, La Région Île-de-France, Canal+, France Télévisions","Drama, War",tt1668200,2010,09,16
1014590,Upgraded,0,0,105,0,R,"GulfStream Pictures, Tempo Productions, Luber Roklin Entertainment, Future Artists Entertainment, Amazon MGM Studios","Romance, Comedy",tt21830902,2024,02,07
9502,Kung Fu Panda,632091832,130000000,90,632091832,R,DreamWorks Animation,"Action, Adventure, Animation, Family, Comedy",tt0441773,2008,06,04
4710,Masculin Féminin,0,0,105,0,R,"SF Studios, Sandrews, Anouchka Films, Argos Films","Drama, Romance",tt0060675,1966,03,22
36940,The First Beautiful Thing,0,0,122,0,R,"Medusa Film, Motorino Amaranto, Indiana Production","Comedy, Drama",tt1467273,2010,01,15
30497,The Texas Chain Saw Massacre,30900000,140000,83,30900000,R,"Vortex, Henkel Productions, Hooper Productions, Bryanston Pictures",Horror,tt0072271,1974,10,11
19913,(500) Days of Summer,60781545,7500000,95,60781545,R,"Fox Searchlight Pictures, Watermark Pictures, Dune Entertainment III","Comedy, Drama, Romance",tt1022603,2009,07,17
17814,Assault on Precinct 13,0,150000,91,0,R,"Overseas FilmGroup, The CKK Corporation","Thriller, Action, Crime",tt0074156,1976,10,08
9587,Little Women,50083616,18000000,119,50083616,R,Di Novi Pictures,"Drama, Romance",tt0110367,1994,12,21
379291,Justice League vs. Teen Titans,0,0,78,0,R,"DC, DC Entertainment, Warner Bros. Animation","Science Fiction, Action, Animation, Adventure, Comedy",tt5091548,2016,03,26
271674,Suite Française,9104716,15000000,103,9104716,R,"TF1 Droits Audiovisuels, SCOPE Pictures, Canal+, Entertainment One","Drama, Romance, War",tt0900387,2015,03,12
177,The Fisher King,41895491,24000000,138,41895491,R,TriStar Pictures,"Comedy, Drama",tt0101889,1991,09,20
34653,A Single Man,25000000,7000000,100,25000000,R,"Fade to Black, Depth of Field, Artina Films","Drama, Romance",tt1315981,2009,12,11
9550,House of Flying Daggers,92863945,15000000,119,92863945,R,"Beijing New Picture Film Co. Ltd., China Film Co-Production Corporation, Elite Group Enterprises, Zhang Yimou Studio, Focus Features, Sony Pictures Classics, Edko Films","Adventure, Drama, Action",tt0385004,2004,05,19
497582,Enola Holmes,0,21000000,123,0,R,"PCMA Productions, Legendary Pictures","Adventure, Mystery, Crime",tt7846844,2020,09,23
1029575,The Family Plan,0,0,118,0,R,"Municipal Pictures, Skydance Media","Action, Comedy",tt16431870,2023,12,14
453278,The Rider,0,0,103,0,R,"Highwayman Films, Altitude Film Entertainment, Caviar","Drama, Western",tt6217608,2018,03,28
13597,Labyrinth,12729917,25000000,102,12729917,R,"TriStar Pictures, Delphi V, Henson Associates, Lucasfilm Ltd.","Adventure, Family, Fantasy",tt0091369,1986,06,27
11663,The Commitments,14919570,12000000,118,14919570,R,"Beacon Pictures, Beacon Communications, First Film Company, Dirty Hands Productions","Comedy, Drama, Music",tt0101605,1991,08,14
558,Spider-Man 2,788976453,200000000,127,788976453,R,"Marvel Enterprises, Laura Ziskin Productions, Columbia Pictures","Action, Adventure, Science Fiction",tt0316654,2004,06,25
140607,Star Wars: The Force Awakens,2068223624,245000000,136,2068223624,R,"Lucasfilm Ltd., Bad Robot","Adventure, Action, Science Fiction",tt2488496,2015,12,15
68734,Argo,232300000,44500000,120,232300000,R,"GK Films, Warner Bros. Pictures, Smoke House Pictures","Drama, Thriller",tt1024648,2012,10,11
60308,Moneyball,110206216,50000000,134,110206216,R,"Columbia Pictures, Scott Rudin Productions, Michael De Luca Productions, Sidney Kimmel Entertainment, Specialty Films",Drama,tt1210166,2011,09,23
19067,The Duellists,0,900000,100,0,R,"Enigma Productions, Paramount Pictures","Drama, War",tt0075968,1977,08,31
9325,The Jungle Book,378000000,4000000,78,378000000,R,Walt Disney Productions,"Family, Animation, Adventure",tt0061852,1967,10,18
10722,The Day of the Beast,4367497,0,103,4367497,R,"Canal+ España, Iberoamericana Films Produccion, Sogetel","Horror, Comedy, Action",tt0112922,1995,10,20
5506,The Ladykillers,0,0,91,0,R,"Ealing Studios, Michael Balcon Productions","Comedy, Crime",tt0048281,1955,12,08
2759,"The Adventures of Priscilla, Queen of the Desert",29700000,2000000,103,29700000,R,"PolyGram Filmed Entertainment, Latent Image Productions Pty. Ltd., Specific Films","Drama, Comedy",tt0109045,1994,05,31
300671,13 Hours: The Secret Soldiers of Benghazi,69411370,50000000,144,69411370,R,"Paramount Pictures, 3 Arts Entertainment, Bay Films","War, Action, History, Drama",tt4172430,2016,01,14
14320,Great Expectations,0,0,118,0,R,"Cineguild, J. Arthur Rank Organisation","Drama, Romance, History",tt0038574,1946,12,26
9603,Clueless,56631572,12000000,97,56631572,R,"Paramount Pictures, Robert Lawrence Productions, Scott Rudin Productions","Comedy, Romance, Drama",tt0112697,1995,07,19
955555,The Roundup: No Way Out,83410298,0,105,83410298,R,"Big Punch Pictures, Hong Film, BA Entertainment","Action, Crime, Comedy, Thriller",tt21364552,2023,05,31
663870,Riders of Justice,679505,5300000,116,679505,R,"Zentropa International Sweden, Film i Väst, Zentropa Entertainments","Action, Comedy, Drama",tt11655202,2020,11,19
424488,Megan Leavey,13406883,0,116,13406883,R,"LD Entertainment, Calle Cruzada","Drama, War",tt4899370,2017,06,09
6145,Fracture,91354215,10000000,113,91354215,R,"M7 Filmproduktion, New Line Cinema, Castle Rock Entertainment, Weinstock Productions",Thriller,tt0488120,2007,04,19
