movie_code,Title,Revenue,Budget,Runtime,Opening_weekend_US,Rating,Production_company,Genre,IMDb_code,year_released,month_released,day_released
278,The Shawshank Redemption,28341469,25000000,142,28341469,R,Castle Rock Entertainment,"Drama, Crime",tt0111161,1994,09,23
238,The Godfather,245066411,6000000,175,245066411,R,"Paramount Pictures, Alfran Productions, American Zoetrope","Drama, Crime",tt0068646,1972,03,14
240,The Godfather Part II,102600000,13000000,202,102600000,R,"Paramount Pictures, The Coppola Company, American Zoetrope","Drama, Crime",tt0071562,1974,12,20
424,Schindler's List,321365567,22000000,195,321365567,R,Amblin Entertainment,"Drama, History, War",tt0108052,1993,12,15
389,12 Angry Men,4360000,397751,97,4360000,R,"United Artists, Orion-Nova Productions",Drama,tt0050083,1957,04,10
129,Spirited Away,274925095,19000000,125,274925095,R,Studio Ghibli,"Animation, Family, Fantasy",tt0245429,2001,04,18
19404,Dilwale Dulhania Le Jayenge,100000000,13200000,190,100000000,R,Yash Raj Films,"Comedy, Drama, Romance",tt0112870,1995,10,20
155,The Dark Knight,1004558444,185000000,152,1004558444,R,"DC, Legendary Pictures, Syncopy, Isobel Griffiths, Warner Bros. Pictures","Drama, Action, Crime, Thriller",tt0468569,2008,07,16
496243,Parasite,257591776,11363000,133,257591776,R,Barunson E&A,"Comedy, Thriller, Drama",tt6751668,2019,05,30
497,The Green Mile,286801374,60000000,189,286801374,R,"Castle Rock Entertainment, Darkwoods Productions","Fantasy, Drama, Crime",tt0120689,1999,12,10
372058,Your Name.,358000000,0,106,358000000,R,"CoMix Wave Films, TOHO, KADOKAWA, jeki, AMUSE, voque ting, Lawson Entertainment","Animation, Romance, Drama",tt5311514,2016,08,26
680,Pulp Fiction,213928762,8500000,154,213928762,R,"Miramax, A Band Apart, Jersey Films","Thriller, Crime",tt0110912,1994,09,10
122,The Lord of the Rings: The Return of the King,1118888979,94000000,201,1118888979,R,"New Line Cinema, WingNut Films, The Saul Zaentz Company","Adventure, Fantasy, Action",tt0167260,2003,12,01
13,Forrest Gump,677387716,55000000,142,677387716,R,"Paramount Pictures, The Steve Tisch Company, Wendy Finerman Productions","Comedy, Drama, Romance",tt0109830,1994,06,23
769,GoodFellas,46800000,25000000,145,46800000,R,Winkler Films,"Drama, Crime",tt0099685,1990,09,12
429,"The Good, the Bad and the Ugly",38900000,1200000,161,38900000,R,"United Artists, PEA, Arturo González Producciones Cinematográficas, Constantin Film",Western,tt0060196,1966,12,22
346,Seven Samurai,365258,2000000,207,365258,R,TOHO,"Action, Drama",tt0047478,1954,04,26
12477,Grave of the Fireflies,516962,3700000,89,516962,R,Studio Ghibli,"Animation, Drama, War",tt0095327,1988,04,16
11216,Cinema Paradiso,11990401,5000000,124,11990401,R,"RAI, Tre Forum, Les Films Ariane, TF1 Films Production","Drama, Romance",tt0095765,1988,11,17
637,Life Is Beautiful,230098753,20000000,116,230098753,R,"Mario e Vittorio Cecchi Gori - C.E.I.A.D., Melampo Cinematografica","Comedy, Drama",tt0118799,1997,12,20
550,Fight Club,100853753,63000000,139,100853753,R,"Fox 2000 Pictures, Regency Enterprises, The Linson Company, 20th Century Fox, Taurus Film",Drama,tt0137523,1999,10,15
157336,Interstellar,701729206,165000000,169,701729206,R,"Legendary Pictures, Syncopy, Lynda Obst Productions","Adventure, Drama, Science Fiction",tt0816692,2014,11,05
539,Psycho,32000000,806947,109,32000000,R,Shamley Productions,"Horror, Thriller, Mystery",tt0054215,1960,06,22
598,City of God,30641770,3300000,130,30641770,R,"O2 Filmes, VideoFilmes, Wild Bunch, Hank Levine Film, Globo Filmes, Lumière, Lei do Audiovisual Ministério da Cultura Audiovisual","Drama, Crime",tt0317248,2002,08,30
510,One Flew Over the Cuckoo's Nest,108981275,3000000,133,108981275,R,"Fantasy Films, United Artists",Drama,tt0073486,1975,11,19
704264,Primal: Tales of Savagery,0,0,85,0,R,"Cartoon Network Studios, Williams Street","Action, Adventure, Animation, Drama",tt11191124,2019,11,21
311,Once Upon a Time in America,5500000,30000000,229,5500000,R,"The Ladd Company, Embassy International Pictures, Rafran Cinematografica, PSO, Warner Bros. Pictures","Drama, Crime",tt0087843,1984,05,23
120,The Lord of the Rings: The Fellowship of the Ring,871368364,93000000,179,871368364,R,"New Line Cinema, WingNut Films, The Saul Zaentz Company","Adventure, Fantasy, Action",tt0120737,2001,12,18
4935,Howl's Moving Castle,236049757,24000000,119,236049757,R,"Studio Ghibli, dentsu Music And Entertainment, Mitsubishi, Nippon Television Network Corporation, TFC, Tokuma Shoten, d-rights","Fantasy, Animation, Adventure",tt0347149,2004,09,09
324857,Spider-Man: Into the Spider-Verse,384298736,90000000,117,384298736,R,"Columbia Pictures, Lord Miller, Pascal Pictures, Sony Pictures Animation, Arad Productions","Animation, Action, Adventure, Science Fiction",tt4633694,2018,12,06
40096,A Dog's Will,4903192,0,104,4903192,R,"Lereby Produções, Globo Filmes","Comedy, Drama, Fantasy",tt0271383,2000,09,15
255709,Hope,0,0,122,0,R,"Lotte Entertainment, Film Momentum, Michigan Venture Capital",Drama,tt3153634,2013,10,02
121,The Lord of the Rings: The Two Towers,926287400,79000000,179,926287400,R,"New Line Cinema, WingNut Films, The Saul Zaentz Company","Adventure, Fantasy, Action",tt0167261,2002,12,18
1891,The Empire Strikes Back,538400000,18000000,124,538400000,R,Lucasfilm Ltd.,"Adventure, Action, Science Fiction",tt0080684,1980,05,20
14537,Harakiri,0,0,135,0,R,Shochiku,"Action, Drama, History",tt0056058,1962,09,15
244786,Whiplash,13092000,3300000,107,13092000,R,"Bold Films, Blumhouse Productions, Right of Way Films","Drama, Music",tt2582802,2014,10,10
378064,A Silent Voice: The Movie,30200000,0,130,30200000,R,"Kyoto Animation, ABC Animation, Kodansha, Pony Canyon, Quaras, Shochiku","Animation, Drama",tt5323662,2016,09,17
807,Se7en,327311859,33000000,127,327311859,R,"New Line Cinema, Juno Pix, Cecchi Gori Pictures","Crime, Mystery, Thriller",tt0114369,1995,09,22
27205,Inception,825532764,160000000,148,825532764,R,"Legendary Pictures, Syncopy, Warner Bros. Pictures","Action, Science Fiction, Adventure",tt1375666,2010,07,15
567,Rear Window,37034514,1000000,115,37034514,R,"Paramount Pictures, Patron Inc.","Thriller, Mystery",tt0047396,1954,08,01
569094,Spider-Man: Across the Spider-Verse,690897910,100000000,140,690897910,R,"Columbia Pictures, Sony Pictures Animation, Lord Miller, Pascal Pictures, Arad Productions, Marvel Entertainment","Animation, Action, Adventure, Science Fiction",tt9362722,2023,05,31
274,The Silence of the Lambs,272742922,19000000,119,272742922,R,"Orion Pictures, Strong Heart","Crime, Drama, Thriller",tt0102926,1991,02,14
73,American History X,23900000,20000000,119,23900000,R,"New Line Cinema, Savoy Pictures, The Turman-Morrissey Company",Drama,tt0120586,1998,07,01
128,Princess Mononoke,169000000,23500000,134,169000000,R,"Studio Ghibli, Nibariki, dentsu Music And Entertainment, TNDG, Tokuma Shoten, Nippon Television Network Corporation, dentsu","Adventure, Fantasy, Animation",tt0119698,1997,07,12
914,The Great Dictator,11000000,2000000,125,11000000,R,"Roy Export Company Establishment, Charles Chaplin Productions","Comedy, War",tt0032553,1940,10,15
12493,High and Low,0,250000,142,0,R,"TOHO, Kurosawa Production","Drama, Crime, Mystery",tt0057565,1963,03,01
105,Back to the Future,381109762,19000000,116,381109762,R,"Universal Pictures, Amblin Entertainment","Adventure, Comedy, Science Fiction",tt0088763,1985,07,03
820067,The Quintessential Quintuplets Movie,17288993,0,136,17288993,R,"Pony Canyon, Nichion, Bibury Animation Studios, BS11, GYAO, Kodansha, Good Smile Film, Bushiroad, MAGNET, TBS","Animation, Comedy, Romance",tt15721650,2022,05,20
599,Sunset Boulevard,5000000,1752000,110,5000000,R,Paramount Pictures,Drama,tt0043014,1950,08,10
207,Dead Poets Society,235900000,16400000,128,235900000,R,"A Steven Haft Production, Witt/Thomas Productions",Drama,tt0097165,1989,06,02
3782,Ikiru,55240,0,143,55240,R,TOHO,Drama,tt0044741,1952,10,09
101,Léon: The Professional,45284974,16000000,111,45284974,R,"Gaumont, Les Films du Dauphin, Columbia Pictures","Crime, Drama, Action",tt0110413,1994,09,14
10494,Perfect Blue,112536,830000,82,112536,R,"Madhouse, Rex Entertainment, Kotobuki Seihan Printing, Asahi Broadcasting Corporation, Fangs Co.","Animation, Thriller",tt0156887,1998,02,28
3082,Modern Times,1800000,1500000,87,1800000,R,"Charles Chaplin Productions, United Artists","Comedy, Drama, Romance",tt0027977,1936,02,05
335,Once Upon a Time in the West,5380118,5000000,166,5380118,R,"Paramount Pictures, Rafran Cinematografica, San Marco","Drama, Western",tt0064116,1968,12,21
901,City Lights,4250000,1500000,87,4250000,R,"Charles Chaplin Productions, United Artists","Comedy, Romance, Drama",tt0021749,1931,02,01
28,Apocalypse Now,150000000,31500000,147,150000000,R,"United Artists, American Zoetrope","Drama, War",tt0078788,1979,08,15
77338,The Intouchables,426590315,13000000,113,426590315,R,"Gaumont, Quad Productions, Chaocorp, Ten Films, TF1 Films Production","Drama, Comedy",tt1675434,2011,11,02
29259,Le Trou,33187,0,132,33187,R,"Filmsonor, Play Art","Drama, Thriller, Crime",tt0054407,1960,03,18
1585,It's a Wonderful Life,9644124,3180000,130,9644124,R,Liberty Films,"Drama, Family, Fantasy",tt0038650,1946,12,20
975,Paths of Glory,1200000,935000,88,1200000,R,"Bryna Productions, United Artists, Harris-Kubrick Productions","War, Drama, History",tt0050825,1957,10,25
25237,Come and See,20929648,0,142,20929648,R,"Belarusfilm, Mosfilm","Drama, War",tt0091251,1985,10,17
447362,Life in a Year,0,0,107,0,R,"Columbia Pictures, Overbrook Entertainment","Drama, Romance",tt6598238,2020,11,27
995133,"The Boy, the Mole, the Fox and the Horse",0,0,35,0,R,"NoneMore Productions, Bad Robot, BBC","Animation, Family, Adventure, Fantasy",tt22667880,2022,12,25
8587,The Lion King,763455561,45000000,89,763455561,R,"Walt Disney Pictures, Walt Disney Feature Animation","Family, Animation, Drama",tt0110357,1994,06,24
670,Oldboy,17500000,3000000,120,17500000,R,"Show East, Egg Film, Cineclick Asia","Drama, Thriller, Mystery, Action",tt0364569,2003,11,21
533514,Violet Evergarden: The Movie,20339624,0,140,20339624,R,"Kyoto Animation, ABC Animation, Pony Canyon, Bandai Namco Arts, Lantis, Heart Company, Miracle Bus","Animation, Fantasy, Romance, Drama",tt8652818,2020,09,18
299534,Avengers: Endgame,2799439100,356000000,181,2799439100,R,Marvel Studios,"Adventure, Science Fiction, Action",tt4154796,2019,04,24
299536,Avengers: Infinity War,2052415039,300000000,149,2052415039,R,Marvel Studios,"Adventure, Action, Science Fiction",tt4154756,2018,04,25
508965,Klaus,0,0,96,0,R,"Atresmedia, The SPA Studios","Animation, Family, Adventure, Comedy, Fantasy",tt4729430,2019,11,08
490132,Green Book,319700000,23000000,130,319700000,R,"Participant, DreamWorks Pictures, Cinetic Media, Innisfree Pictures, Amblin Partners, Mandate International","Drama, History",tt6966692,2018,11,16
618344,Justice League Dark: Apokolips War,0,0,90,0,R,"Warner Bros. Animation, DC Entertainment","Animation, Action, Science Fiction",tt11079148,2020,05,05
315162,Puss in Boots: The Last Wish,484700000,90000000,103,484700000,R,DreamWorks Animation,"Animation, Adventure, Fantasy, Comedy, Family",tt3915174,2022,12,07
110420,Wolf Children,55060661,0,117,55060661,R,"Studio Chizu, Madhouse, Nippon Television Network Corporation, KADOKAWA Shoten, VAP, D.N. Dream Partners, Yomiuri Telecasting Corporation, TOHO","Animation, Family, Drama, Fantasy",tt2140203,2012,07,21
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,507119058,15700000,117,507119058,R,"ufotable, Aniplex, Shueisha, TOHO","Action, Animation, Adventure, Fantasy, Thriller",tt11032374,2020,10,16
290098,The Handmaiden,38600000,8575000,145,38600000,R,"Moho Film, Yong Film, CJ Entertainment","Thriller, Drama, Romance",tt4016934,2016,06,01
441130,Wolfwalkers,1310720,12000000,103,1310720,R,"Cartoon Saloon, Melusine Productions, Value&Power Culture Communications, Film Fund Luxembourg, Fís Éireann/Screen Ireland, Broadcasting Authority of Ireland, Haut et Court, Canal+, RTÉ, OCS, Pôle Image Magelis, Folivari, GKIDS","Animation, Family, Adventure, Fantasy",tt5198068,2020,10,26
16869,Inglourious Basterds,321457747,70000000,153,321457747,R,"The Weinstein Company, Universal Pictures, A Band Apart, Zehnte Babelsberg Film, Visiona Romantica, Peninsula Films","Drama, Thriller, War",tt0361748,2009,08,02
98,Gladiator,465361176,103000000,155,465361176,R,"Universal Pictures, Scott Free Productions, Red Wagon Entertainment, Mill Film, DreamWorks Pictures","Action, Drama, Adventure",tt0172495,2000,05,04
857,Saving Private Ryan,481840909,70000000,169,481840909,R,"DreamWorks Pictures, Paramount Pictures, Amblin Entertainment, Mutual Film Company","Drama, History, War",tt0120815,1998,07,24
694,The Shining,44781695,19000000,144,44781695,R,"Warner Bros. Pictures, Peregrine, Hawk Films, The Producer Circle Co.","Horror, Thriller",tt0081505,1980,05,23
603,The Matrix,463517383,63000000,136,463517383,R,"Village Roadshow Pictures, Groucho II Film Partnership, Silver Pictures, Warner Bros. Pictures","Action, Science Fiction",tt0133093,1999,03,31
354912,Coco,807816196,175000000,105,807816196,R,"Pixar, Walt Disney Pictures","Family, Animation, Music, Adventure",tt2380307,2017,10,27
37257,Witness for the Prosecution,9000000,3000000,116,9000000,R,"Edward Small Productions, United Artists","Drama, Mystery, Crime",tt0051201,1957,12,17
361743,Top Gun: Maverick,1488732821,170000000,131,1488732821,R,"Skydance Media, Don Simpson/Jerry Bruckheimer Films, Paramount Pictures","Action, Drama",tt1745960,2022,05,21
50014,The Help,216600000,25000000,146,216600000,R,"DreamWorks Pictures, Reliance Entertainment, Participant, Imagenation Abu Dhabi FZ, 1492 Pictures, Harbinger Pictures, Touchstone Pictures",Drama,tt1454029,2011,08,09
284,The Apartment,25000000,3000000,125,25000000,R,"The Mirisch Company, United Artists","Comedy, Drama, Romance",tt0053604,1960,06,21
1124,The Prestige,109676311,40000000,130,109676311,R,"Warner Bros. Pictures, Touchstone Pictures, Newmarket Films, Syncopy","Drama, Mystery, Science Fiction",tt0482571,2006,10,17
11324,Shutter Island,294804195,80000000,138,294804195,R,"Paramount Pictures, Phoenix Pictures, Sikelia Productions, Appian Way","Drama, Thriller, Mystery",tt1130884,2010,02,14
522924,The Art of Racing in the Rain,33800000,18000000,109,33800000,R,"Original Film, Shifting Gears Productions, Fox 2000 Pictures, Starbucks Entertainment","Drama, Romance",tt1478839,2019,08,08
11,Star Wars,775398007,11000000,121,775398007,R,"Lucasfilm Ltd., 20th Century Fox","Adventure, Action, Science Fiction",tt0076759,1977,05,25
185,A Clockwork Orange,27033812,2200000,137,27033812,R,"Warner Bros. Pictures, Hawk Films, Kubrick Productions, Polaris Productions Limited","Science Fiction, Crime",tt0066921,1971,12,19
556574,Hamilton,0,0,160,0,R,"RadicalMedia, 5000 Broadway Productions, Nevis Productions, Old 320 Sycamore","History, Drama",tt8503618,2020,07,03
490,The Seventh Seal,0,0,96,0,R,SF Studios,"Fantasy, Drama",tt0050976,1957,02,16
324786,Hacksaw Ridge,175302354,40000000,139,175302354,R,"Summit Entertainment, Pandemonium, Cross Creek Pictures, Permut Presentations, Vendian Entertainment, Argent Pictures, IM Global, AI Film, Bliss Media, Lionsgate, Kylin Pictures, Cosmos Filmed Entertainment","Drama, History, War",tt2119532,2016,10,07
5156,Bicycle Thieves,450159,133000,89,450159,R,Produzioni De Sica,Drama,tt0040522,1948,07,21
797,Persona,0,0,83,0,R,SF Studios,Drama,tt0060827,1966,10,18
629,The Usual Suspects,23300000,6000000,106,23300000,R,"Bad Hat Harry Productions, Blue Parrot Productions","Drama, Crime, Thriller",tt0114814,1995,07,19
77,Memento,40000000,9000000,113,40000000,R,"Newmarket Films, Summit Entertainment, Team Todd, I Remember Productions","Mystery, Thriller",tt0209144,2000,10,11
20334,The Shop Around the Corner,0,0,99,0,R,Metro-Goldwyn-Mayer,"Comedy, Drama, Romance",tt0033045,1940,01,12
10098,The Kid,2500000,250000,68,2500000,R,Charles Chaplin Productions,"Comedy, Drama",tt0012349,1921,01,21
68718,Django Unchained,425368238,100000000,165,425368238,R,"The Weinstein Company, Columbia Pictures","Drama, Western",tt1853728,2012,12,25
810693,Jujutsu Kaisen 0,195870885,0,105,195870885,R,"MAPPA, Shueisha, Sumzap, MBS, TOHO","Animation, Action, Fantasy",tt14331144,2021,12,24
537061,Steven Universe: The Movie,0,0,82,0,R,"Cartoon Network Studios, Cartoon Network Studios","TV Movie, Animation, Adventure, Comedy, Fantasy, Music",tt10515852,2019,11,02
18148,Tokyo Story,0,0,137,0,R,Shochiku,Drama,tt0046438,1953,11,03
426,Vertigo,7797728,2479000,129,7797728,R,"Paramount Pictures, Alfred J. Hitchcock Productions","Mystery, Romance, Thriller",tt0052357,1958,05,28
1422,The Departed,291465000,90000000,151,291465000,R,"Warner Bros. Pictures, Plan B Entertainment, Initial Entertainment Group, Vertigo Entertainment, Media Asia Films","Drama, Thriller, Crime",tt0407887,2006,10,04
693134,Dune: Part Two,711844359,190000000,167,711844359,R,Legendary Pictures,"Science Fiction, Adventure",tt15239678,2024,02,27
111,Scarface,66023329,25000000,169,66023329,R,"Universal Pictures, Martin Bregman Productions","Action, Crime, Drama",tt0086250,1983,12,09
872,Singin' in the Rain,7200000,2540800,103,7200000,R,Metro-Goldwyn-Mayer,"Comedy, Romance",tt0045152,1952,04,09
289,Casablanca,10462500,878000,102,10462500,R,Warner Bros. Pictures,"Drama, Romance",tt0034583,1943,01,15
1026227,There's Still Tomorrow,47763234,9000000,118,47763234,R,"Wildside, Vision Distribution, Sky Studios","Drama, Comedy, War",tt21800162,2023,10,26
851644,20th Century Girl,0,119,119,0,R,"Yong Film, CJ ENM Studios","Romance, Drama",tt15340724,2022,10,06
475557,Joker,1078958629,55000000,122,1078958629,R,"Warner Bros. Pictures, Joint Effort, Village Roadshow Pictures, Bron Studios, DC Films","Crime, Thriller, Drama",tt7286456,2019,10,01
517814,Capernaum,64978931,4000000,126,64978931,R,"Boo Pictures, Mooz Films, Cedrus Invest Bank, Clandestino Filmes, DFI, KNM Films, Les Films des Tournelles, Louverture Films, Open City Films, Sunnyland Film, The Bridge Production, Sony Pictures Classics, Wild Bunch",Drama,tt8267604,2018,09,20
422,8½,0,0,139,0,R,"Cineriz, Francinex",Drama,tt0056801,1963,02,14
1398,Stalker,0,120000,162,0,R,Mosfilm,"Science Fiction, Drama",tt0079944,1979,05,25
348,Alien,104931801,11000000,117,104931801,R,"20th Century Fox, Brandywine Productions","Horror, Science Fiction",tt0078748,1979,05,25
489,Good Will Hunting,225900000,10000000,127,225900000,R,"Miramax, Lawrence Bender Productions, Be Gentlemen Limited Partnership",Drama,tt0119217,1997,12,05
399106,Piper,0,0,6,0,R,"Pixar, Walt Disney Pictures","Family, Animation",tt5613056,2016,06,16
791373,Zack Snyder's Justice League,0,70000000,242,0,R,"Warner Bros. Pictures, The Stone Quarry, Atlas Entertainment, Access Entertainment, Dune Entertainment, DC Films","Action, Adventure, Fantasy",tt12361974,2021,03,18
606856,Togo,0,0,113,0,R,Walt Disney Pictures,"Adventure, Family",tt5116302,2019,12,20
103,Taxi Driver,28579636,1900000,114,28579636,R,"Italo/Judeo Productions, Bill/Phillips, Columbia Pictures","Crime, Drama",tt0075314,1976,02,09
19,Metropolis,1350322,5300000,149,1350322,R,UFA,"Drama, Science Fiction",tt0017136,1927,02,06
37165,The Truman Show,264100000,60000000,103,264100000,R,"Paramount Pictures, Scott Rudin Productions","Comedy, Drama",tt0120382,1998,06,04
614,Wild Strawberries,0,0,91,0,R,SF Studios,Drama,tt0050986,1957,08,28
458220,Palmer,0,0,110,0,R,"SK Global Entertainment, Sidney Kimmel Entertainment",Drama,tt6857376,2021,01,28
398818,Call Me by Your Name,43143046,3500000,132,43143046,R,"La Cinéfacture, Frenesy Film, M.Y.R.A. Entertainment, RT Features, Water's End Productions","Romance, Drama",tt5726616,2017,07,28
600,Full Metal Jacket,46357676,30000000,117,46357676,R,"Natant, Kubrick Productions, Warner Bros. Pictures","Drama, War",tt0093058,1987,06,26
508442,Soul,121500000,150000000,101,121500000,R,"Walt Disney Pictures, Pixar","Animation, Family, Comedy, Fantasy",tt2948372,2020,12,25
531428,Portrait of a Lady on Fire,9923127,5740000,121,9923127,R,"Lilies Films, ARTE France Cinéma, Hold Up Films","Drama, Romance, History",tt8613070,2019,09,18
500,Reservoir Dogs,2859750,1200000,99,2859750,R,"Live Entertainment, Dog Eat Dog Productions","Crime, Thriller",tt0105236,1992,09,02
996,Double Indemnity,2500000,927262,107,2500000,R,Paramount Pictures,"Crime, Thriller",tt0036775,1944,07,06
600354,The Father,21029340,6000000,96,21029340,R,"Les Films du Cru, Film4 Productions, F Comme Film, Trademark Films, Ciné+, Orange Studio, Ciné-@, Embankment Films, Simon Friend Entertainment",Drama,tt10272386,2020,12,23
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,9500000,1800000,95,9500000,R,"Columbia Pictures, Kubrick Productions, Hawk Films","Comedy, War",tt0057012,1964,01,29
100,"Lock, Stock and Two Smoking Barrels",28356188,1350000,105,28356188,R,"Summit Entertainment, The Steve Tisch Company, SKA Films, PolyGram Filmed Entertainment, Handmade Films","Comedy, Crime",tt0120735,1998,08,28
280,Terminator 2: Judgment Day,520000000,102000000,137,520000000,R,"Carolco Pictures, Pacific Western, Lightstorm Entertainment, Le Studio Canal+, TriStar Pictures","Action, Thriller, Science Fiction",tt0103064,1991,07,03
411088,The Invisible Guest,30000000,4000000,107,30000000,R,"Think Studio, Nostromo Pictures, Colosé Producciones, ICEC, Movistar+, TV3, Atresmedia, Orange, Cosmopolitan TV","Drama, Mystery, Thriller",tt4857264,2017,01,06
838240,Robot Dreams,4330554,5300000,102,4330554,R,"Arcadia Motion Pictures, LokizFilms, Noodles Production, Les films du Worso","Animation, Drama, Comedy, Science Fiction",tt13429870,2023,12,06
843,In the Mood for Love,14204632,150000,98,14204632,R,"Block 2 Pictures, Jet Tone Films, Paradis Films, Fortissimo Films","Drama, Romance",tt0118694,2000,09,29
664767,Mortal Kombat Legends: Scorpion's Revenge,0,0,80,0,R,Warner Bros. Animation,"Animation, Action, Fantasy",tt9580138,2020,04,12
555604,Guillermo del Toro's Pinocchio,0,35000000,117,0,R,"The Jim Henson Company, ShadowMachine, Double Dare You (DDY)","Animation, Fantasy, Drama",tt1488589,2022,10,22
46738,Incendies,6788659,6800000,131,6788659,R,"TS Productions, Phi Group, micro_scope","Drama, War, Mystery",tt1255953,2010,09,17
11878,Yojimbo,0,0,110,0,R,TOHO,"Drama, Thriller",tt0055630,1961,04,25
705,All About Eve,8400000,1400000,139,8400000,R,20th Century Fox,Drama,tt0042192,1950,11,09
103663,The Hunt,18300000,3800000,116,18300000,R,"Zentropa International Sweden, Film i Väst, Zentropa Entertainments",Drama,tt2106476,2012,06,13
655,"Paris, Texas",2181987,1750000,145,2181987,R,"Road Movies, Argos Films, WDR, Channel Four Films, Pro-ject Filmproduktion, Wim Wenders Stiftung",Drama,tt0087884,1984,07,16
38,Eternal Sunshine of the Spotless Mind,72258126,20000000,108,72258126,R,"Focus Features, Anonymous Content, This Is That","Science Fiction, Drama, Romance",tt0338013,2004,03,19
9702,Bound by Honor,4500000,35000000,180,4500000,R,Hollywood Pictures,"Crime, Action, Drama, Thriller",tt0106469,1993,02,05
239,Some Like It Hot,25000000,2883848,122,25000000,R,The Mirisch Company,"Comedy, Romance, Crime",tt0053291,1959,03,19
146233,Prisoners,122126687,46000000,153,122126687,R,"Alcon Entertainment, 8:38 Productions, Madhouse Entertainment","Drama, Thriller, Crime",tt1392214,2013,09,19
12445,Harry Potter and the Deathly Hallows: Part 2,1341511219,125000000,130,1341511219,R,"Warner Bros. Pictures, Heyday Films","Fantasy, Adventure",tt1201607,2011,07,12
20532,Sansho the Bailiff,0,0,124,0,R,Daiei Film,Drama,tt0047445,1954,03,31
439,La Dolce Vita,19647000,0,176,19647000,R,"Cinecittà Studios, Pathé Consortium Cinéma, Riama Film","Comedy, Drama",tt0053779,1960,02,05
406,La Haine,15300000,2600000,98,15300000,R,"Kasso Productions, La Sept Cinéma, Les Productions Lazennec, Canal+, StudioCanal",Drama,tt0113247,1995,05,31
872585,Oppenheimer,952000000,100000000,181,952000000,R,"Syncopy, Universal Pictures, Atlas Entertainment","Drama, History",tt15398776,2023,07,19
10681,WALL·E,521311860,180000000,98,521311860,R,"Pixar, Walt Disney Pictures","Animation, Family, Science Fiction",tt0910970,2008,06,22
548,Rashomon,117668,250000,88,117668,R,Daiei Film,"Crime, Drama, Mystery",tt0042876,1950,08,26
832,M,35274,0,111,35274,R,Nero-Film AG,"Drama, Thriller, Crime",tt0022100,1931,05,11
387,Das Boot,85000000,14000000,150,85000000,R,"Radiant Film GmbH, Süddeutscher Rundfunk, Bavaria Film, Twin Bros. Productions, Columbia Pictures, WDR, PSO","Drama, History, War",tt0082096,1981,09,17
2457,Children of Paradise,1457,0,191,1457,R,Société Nouvelle Pathé Cinéma,"Drama, Romance",tt0037674,1945,03,15
7345,There Will Be Blood,77208711,25000000,158,77208711,R,"Paramount Vantage, Miramax, Ghoulardi Film Company, JoAnne Sellar Productions",Drama,tt0469494,2007,12,26
533535,Deadpool & Wolverine,438300000,200000000,128,438300000,R,"Marvel Studios, Maximum Effort, 21 Laps Entertainment, TSG Entertainment, 20th Century Studios, Kevin Feige Productions","Action, Comedy, Science Fiction",tt6263850,2024,07,24
21634,Prayers for Bobby,0,0,90,0,R,"Once Upon a Time Films, Sladek Taaffe Productions, Permut Presentations","Drama, History, TV Movie",tt1073510,2009,01,24
4348,Pride & Prejudice,121600000,28000000,127,121600000,R,"Universal Pictures, StudioCanal, Working Title Films, Scion Films, Working Title Films","Drama, Romance",tt0414387,2005,09,16
11645,Ran,11859533,11500005,160,11859533,R,"Nippon Herald Films, Greenwich Film Production, Herald Ace, TOHO","Action, Drama, History",tt0089881,1985,06,01
62,2001: A Space Odyssey,71923560,12000000,149,71923560,R,"Kubrick Productions, Metro-Goldwyn-Mayer","Science Fiction, Mystery, Adventure",tt0062622,1968,04,02
550776,Believe Me: The Abduction of Lisa McVey,0,0,98,0,R,"Cineflix Productions, Lifetime","Drama, TV Movie, Crime",tt9072202,2018,09,30
992,Sherlock Jr.,0,0,45,0,R,Metro Pictures Corporation,"Action, Comedy, Mystery",tt0015324,1924,04,17
359940,"Three Billboards Outside Ebbing, Missouri",162729321,15000000,115,162729321,R,"Blueprint Pictures, Cutting Edge Group, Fox Searchlight Pictures, Film4 Productions","Crime, Drama",tt5027774,2017,12,01
334543,Lion,140312928,12000000,118,140312928,R,"The Weinstein Company, See-Saw Films, Screen Australia, Aquarius Films, Sunstar Entertainment",Drama,tt3741834,2016,11,24
8392,My Neighbor Totoro,41000000,3700000,86,41000000,R,"Studio Ghibli, Nibariki, Tokuma Shoten","Fantasy, Animation, Family",tt0096283,1988,04,10
11423,Memories of Murder,26000000,2800000,131,26000000,R,"CJ Entertainment, Muhan Investment, Sidus","Crime, Drama, Thriller",tt0353969,2003,05,02
381284,Hidden Figures,236000000,25000000,127,236000000,R,"Fox 2000 Pictures, Levantine Films, Chernin Entertainment","Drama, History",tt4846340,2016,12,10
522518,A Dog's Journey,78871079,16000000,109,78871079,R,"Amblin Entertainment, Reliance Entertainment, Walden Media, Alibaba Pictures Group, Pariah, DreamWorks Pictures, Amblin Partners","Family, Adventure, Drama",tt8385474,2019,05,03
1091,The Thing,19629760,15000000,109,19629760,R,"Universal Pictures, The Turman-Foster Company","Horror, Mystery, Science Fiction",tt0084787,1982,06,25
823754,Bo Burnham: Inside,0,0,87,0,R,,"Comedy, Drama",tt14544192,2021,07,22
