IMDb_code,movie_code,year_review,month_review,day_review,rating_of_movie,ave_review_len,review_count,Title,Revenue,Budget,Runtime,Opening_weekend_US,Rating
tt0000417,775,2019,08,25,5.0,65.0,1,A Trip to the Moon,0,5985,15,0,R
tt0000417,775,2021,02,23,7.0,221.0,1,A Trip to the Moon,0,5985,15,0,R
tt0000417,775,2022,08,29,7.0,241.0,1,A Trip to the Moon,0,5985,15,0,R
tt0000417,775,2023,03,07,7.0,126.0,1,A Trip to the Moon,0,5985,15,0,R
tt0000439,5698,2023,10,28,6.0,81.0,1,The Great Train Robbery,0,150,12,0,R
tt0000439,5698,2024,06,30,7.0,160.0,1,The Great Train Robbery,0,150,12,0,R
tt0004972,618,2018,03,03,10.0,83.0,1,The Birth of a Nation,11000000,100000,193,11000000,R
tt0010323,234,2022,06,06,8.0,276.0,1,The Cabinet of Dr. Caligari,8811,18000,78,8811,R
tt0010323,234,2022,07,24,1.0,198.0,1,The Cabinet of Dr. Caligari,8811,18000,78,8811,R
tt0012349,10098,2016,02,25,8.0,36.0,1,The Kid,2500000,250000,68,2500000,R
tt0012349,10098,2021,07,28,6.0,597.0,1,The Kid,2500000,250000,68,2500000,R
tt0012349,10098,2024,07,14,8.0,294.0,1,The Kid,2500000,250000,68,2500000,R
tt0013442,653,2017,10,27,7.0,25.0,1,Nosferatu,19054,0,95,19054,R
tt0013442,653,2022,06,06,7.0,288.0,1,Nosferatu,19054,0,95,19054,R
tt0015324,992,2022,06,06,7.0,171.0,1,Sherlock Jr.,0,0,45,0,R
tt0015648,643,2022,06,06,8.0,310.0,1,Battleship Potemkin,45100,0,75,45100,R
tt0015864,962,2024,04,19,7.0,273.0,1,The Gold Rush,4000000,923000,95,4000000,R
tt0016220,964,2023,12,07,7.0,306.0,1,The Phantom of the Opera,2000000,0,107,2000000,R
tt0017136,19,2014,05,31,10.0,298.0,1,Metropolis,1350322,5300000,149,1350322,R
tt0017136,19,2022,06,06,8.0,332.0,1,Metropolis,1350322,5300000,149,1350322,R
tt0017925,961,2016,02,26,10.0,14.0,1,The General,1000000,750000,79,1000000,R
tt0017925,961,2022,06,06,8.0,208.0,1,The General,1000000,750000,79,1000000,R
tt0017925,961,2023,10,28,7.0,36.0,1,The General,1000000,750000,79,1000000,R
tt0018455,631,2014,05,17,7.0,23.0,1,Sunrise: A Song of Two Humans,0,0,94,0,R
tt0018455,631,2022,03,27,7.0,349.0,1,Sunrise: A Song of Two Humans,0,0,94,0,R
tt0018773,28978,2016,04,13,10.0,332.0,1,The Circus,0,9000000,72,0,R
tt0019254,780,2022,06,08,7.0,260.0,1,The Passion of Joan of Arc,18121,0,82,18121,R
tt0019421,25768,2022,06,06,7.0,274.0,1,"Steamboat Bill, Jr.",0,0,70,0,R
tt0020530,626,2019,10,12,5.0,218.0,1,Un Chien Andalou,0,0,21,0,R
tt0020629,143,2019,09,08,9.0,100.0,1,All Quiet on the Western Front,3270000,1448864,133,3270000,R
tt0020629,143,2022,10,28,9.0,127.0,1,All Quiet on the Western Front,3270000,1448864,133,3270000,R
tt0020697,228,2022,06,06,8.0,142.0,1,The Blue Angel,0,0,108,0,R
tt0021749,901,2024,07,14,7.0,279.0,1,City Lights,4250000,1500000,87,4250000,R
tt0021814,138,2016,09,28,9.0,165.0,1,Dracula,700000,355000,74,700000,R
tt0021814,138,2021,10,07,8.0,50.0,1,Dracula,700000,355000,74,700000,R
tt0021814,138,2022,07,26,10.0,88.0,1,Dracula,700000,355000,74,700000,R
tt0021814,138,2023,05,27,6.0,208.0,1,Dracula,700000,355000,74,700000,R
tt0021814,138,2023,10,08,7.0,249.0,1,Dracula,700000,355000,74,700000,R
tt0021884,3035,2018,10,04,8.0,276.0,1,Frankenstein,12000000,291000,71,12000000,R
tt0021884,3035,2019,10,26,9.0,289.0,1,Frankenstein,12000000,291000,71,12000000,R
tt0021884,3035,2019,12,22,5.0,192.0,1,Frankenstein,12000000,291000,71,12000000,R
tt0021884,3035,2021,10,10,8.0,34.0,1,Frankenstein,12000000,291000,71,12000000,R
tt0021884,3035,2023,09,30,7.0,211.0,1,Frankenstein,12000000,291000,71,12000000,R
tt0021884,3035,2023,11,01,7.0,260.0,1,Frankenstein,12000000,291000,71,12000000,R
tt0022100,832,2020,10,07,8.0,102.0,1,M,35274,0,111,35274,R
tt0022100,832,2023,05,31,10.0,19.0,1,M,35274,0,111,35274,R
tt0022100,832,2023,10,20,7.0,32.5,2,M,35274,0,111,35274,R
tt0022100,832,2023,10,28,9.0,236.0,1,M,35274,0,111,35274,R
tt0022913,136,2014,04,26,9.0,228.0,1,Freaks,0,310607,66,0,R
tt0022913,136,2017,02,14,7.0,614.0,1,Freaks,0,310607,66,0,R
tt0023245,15849,2016,01,16,6.0,132.0,1,The Mummy,0,196000,73,0,R
tt0023245,15849,2016,07,10,7.0,181.0,1,The Mummy,0,196000,73,0,R
tt0023245,15849,2023,07,23,7.0,255.0,1,The Mummy,0,196000,73,0,R
tt0023427,877,2022,06,13,7.0,87.0,1,Scarface,600000,0,93,600000,R
tt0023649,779,2022,06,13,7.0,217.0,1,Vampyr,0,0,73,0,R
tt0023649,779,2023,01,08,8.0,74.0,1,Vampyr,0,0,73,0,R
tt0023969,3063,2018,05,04,7.0,21.0,1,Duck Soup,0,0,69,0,R
tt0023969,3063,2023,10,16,10.0,396.0,1,Duck Soup,0,0,69,0,R
tt0024184,10787,2018,09,26,9.0,405.0,1,The Invisible Man,0,328000,71,0,R
tt0024184,10787,2022,08,28,6.0,361.0,1,The Invisible Man,0,328000,71,0,R
tt0024216,244,2019,08,02,10.0,176.0,1,King Kong,10000000,672000,104,10000000,R
tt0024216,244,2022,06,13,8.0,135.0,1,King Kong,10000000,672000,104,10000000,R
tt0024216,244,2023,01,10,10.0,167.0,1,King Kong,10000000,672000,104,10000000,R
tt0024660,34463,2024,03,23,7.0,151.0,1,Three Little Pigs,0,15719,8,0,R
tt0025316,3078,2013,08,21,8.0,15.0,1,It Happened One Night,4500000,325000,105,4500000,R
tt0025316,3078,2022,01,31,10.0,24.0,1,It Happened One Night,4500000,325000,105,4500000,R
tt0025316,3078,2023,03,25,7.0,306.0,1,It Happened One Night,4500000,325000,105,4500000,R
tt0025878,3529,2018,12,23,9.0,511.0,1,The Thin Man,1423000,226408,91,1423000,R
tt0026029,260,2022,06,19,8.0,128.0,1,The 39 Steps,0,0,86,0,R
tt0026138,229,2022,06,19,7.0,133.0,1,Bride of Frankenstein,2000000,393750,75,2000000,R
tt0026138,229,2023,10,01,7.0,340.0,1,Bride of Frankenstein,2000000,393750,75,2000000,R
tt0026752,12311,2020,06,20,8.0,310.0,1,Mutiny on the Bounty,4460000,1950000,132,4460000,R
tt0026752,12311,2022,06,19,8.0,190.0,1,Mutiny on the Bounty,4460000,1950000,132,4460000,R
tt0027977,3082,2013,11,05,8.0,17.0,1,Modern Times,1800000,1500000,87,1800000,R
tt0027977,3082,2022,06,19,7.0,282.0,1,Modern Times,1800000,1500000,87,1800000,R
tt0027996,24807,2019,10,16,7.0,146.0,1,Mr. Deeds Goes to Town,0,0,115,0,R
tt0028010,13562,2019,10,04,9.0,172.0,1,My Man Godfrey,684200,575375,95,684200,R
tt0028010,13562,2020,04,26,10.0,397.0,1,My Man Godfrey,684200,575375,95,684200,R
tt0028010,13562,2020,08,22,9.0,198.0,1,My Man Godfrey,684200,575375,95,684200,R
tt0028212,12684,2022,03,28,7.0,143.0,1,Sabotage,0,0,77,0,R
tt0028950,777,2022,06,20,7.0,241.0,1,Grand Illusion,172885,0,114,172885,R
tt0029583,408,2022,06,20,7.0,244.0,1,Snow White and the Seven Dwarfs,184925486,1488423,83,184925486,R
tt0029843,10907,2019,01,26,10.0,121.0,1,The Adventures of Robin Hood,3981000,2033000,102,3981000,R
tt0029843,10907,2022,03,28,8.0,193.0,1,The Adventures of Robin Hood,3981000,2033000,102,3981000,R
tt0029870,13696,2016,01,10,10.0,30.0,1,Angels with Dirty Faces,0,0,97,0,R
tt0029947,900,2022,06,20,7.0,216.0,1,Bringing Up Baby,0,1073000,102,0,R
tt0029947,900,2023,01,05,10.0,8.0,1,Bringing Up Baby,0,1073000,102,0,R
tt0029947,900,2024,06,01,9.0,414.0,1,Bringing Up Baby,0,1073000,102,0,R
tt0030341,940,2022,06,20,8.0,111.0,1,The Lady Vanishes,0,0,96,0,R
tt0030993,34106,2019,08,09,10.0,537.0,1,You Can't Take It with You,7433101,1644736,126,7433101,R
tt0031381,770,2018,12,12,9.0,128.0,1,Gone with the Wind,402352579,4000000,233,402352579,R
tt0031679,3083,2013,09,12,8.0,29.0,1,Mr. Smith Goes to Washington,9600000,1500000,129,9600000,R
tt0031679,3083,2024,03,06,8.0,392.0,1,Mr. Smith Goes to Washington,9600000,1500000,129,9600000,R
tt0031679,3083,2024,04,04,7.0,624.0,1,Mr. Smith Goes to Washington,9600000,1500000,129,9600000,R
tt0031725,1859,2024,03,06,7.0,259.0,1,Ninotchka,2279000,1365000,110,2279000,R
tt0031971,995,2020,03,22,9.0,539.0,1,Stagecoach,1103757,531374,96,1103757,R
tt0032138,630,2016,01,25,10.0,747.0,1,The Wizard of Oz,33754967,2777000,102,33754967,R
tt0032138,630,2022,04,03,10.0,20.0,1,The Wizard of Oz,33754967,2777000,102,33754967,R
tt0032138,630,2022,06,11,8.0,455.0,1,The Wizard of Oz,33754967,2777000,102,33754967,R
tt0032138,630,2023,07,25,10.0,178.0,1,The Wizard of Oz,33754967,2777000,102,33754967,R
tt0032455,756,2022,03,25,10.0,27.0,1,Fantasia,76411819,2280000,124,76411819,R
tt0032455,756,2022,06,23,7.0,151.0,1,Fantasia,76411819,2280000,124,76411819,R
tt0032484,25670,2021,02,20,10.0,783.0,1,Foreign Correspondent,0,0,120,0,R
tt0032484,25670,2022,03,28,7.0,248.0,1,Foreign Correspondent,0,0,120,0,R
tt0032551,596,2013,01,19,10.0,37.0,1,The Grapes of Wrath,1591000,800000,129,1591000,R
tt0032553,914,2021,02,18,8.0,307.0,1,The Great Dictator,11000000,2000000,125,11000000,R
tt0032599,3085,2022,06,23,7.0,201.0,1,His Girl Friday,0,0,92,0,R
tt0032904,981,2020,03,30,9.0,178.0,1,The Philadelphia Story,0,0,113,0,R
tt0032904,981,2024,04,02,5.0,348.0,1,The Philadelphia Story,0,0,113,0,R
tt0032904,981,2024,06,01,8.0,273.0,1,The Philadelphia Story,0,0,113,0,R
tt0032910,10895,2022,06,23,7.0,226.0,1,Pinocchio,164000000,2600000,88,164000000,R
tt0032976,223,2013,06,28,8.0,20.0,1,Rebecca,7592465,1288000,130,7592465,R
tt0032976,223,2017,12,14,10.0,744.0,1,Rebecca,7592465,1288000,130,7592465,R
tt0032976,223,2019,07,24,10.0,565.0,1,Rebecca,7592465,1288000,130,7592465,R
tt0032976,223,2022,06,23,8.0,114.0,1,Rebecca,7592465,1288000,130,7592465,R
tt0032976,223,2024,04,12,10.0,520.0,1,Rebecca,7592465,1288000,130,7592465,R
tt0032976,223,2024,05,29,8.0,114.0,1,Rebecca,7592465,1288000,130,7592465,R
tt0033045,20334,2019,12,28,9.0,394.0,1,The Shop Around the Corner,0,0,99,0,R
tt0033045,20334,2022,06,23,8.0,211.0,1,The Shop Around the Corner,0,0,99,0,R
tt0033467,15,2014,05,31,9.0,190.0,1,Citizen Kane,23218000,839727,119,23218000,R
tt0033467,15,2016,04,13,10.0,308.0,1,Citizen Kane,23218000,839727,119,23218000,R
tt0033467,15,2020,11,26,10.0,1526.0,1,Citizen Kane,23218000,839727,119,23218000,R
tt0033467,15,2021,02,26,9.0,175.0,1,Citizen Kane,23218000,839727,119,23218000,R
tt0033467,15,2022,06,19,6.0,430.0,1,Citizen Kane,23218000,839727,119,23218000,R
tt0033467,15,2022,06,25,7.0,279.0,1,Citizen Kane,23218000,839727,119,23218000,R
tt0033467,15,2022,07,12,10.0,590.0,1,Citizen Kane,23218000,839727,119,23218000,R
tt0033467,15,2023,06,21,5.0,43.0,1,Citizen Kane,23218000,839727,119,23218000,R
tt0033467,15,2023,07,26,10.0,150.0,1,Citizen Kane,23218000,839727,119,23218000,R
tt0033467,15,2023,10,20,8.0,19.0,1,Citizen Kane,23218000,839727,119,23218000,R
tt0033563,11360,2019,06,10,6.0,36.0,2,Dumbo,1600000,812000,64,1600000,R
tt0033563,11360,2022,04,04,7.0,170.0,1,Dumbo,1600000,812000,64,1600000,R
tt0033563,11360,2023,05,15,6.0,22.0,1,Dumbo,1600000,812000,64,1600000,R
tt0033717,27725,2019,03,16,9.0,538.0,1,High Sierra,0,455000,100,0,R
tt0033729,43266,2022,04,04,7.0,324.0,1,How Green Was My Valley,6000000,1250000,118,6000000,R
tt0033870,963,2019,08,07,10.0,87.0,1,The Maltese Falcon,1772000,375000,100,1772000,R
tt0033870,963,2019,09,24,10.0,429.0,1,The Maltese Falcon,1772000,375000,100,1772000,R
tt0033870,963,2021,05,29,7.0,239.0,1,The Maltese Falcon,1772000,375000,100,1772000,R
tt0033870,963,2022,06,25,7.0,327.0,1,The Maltese Falcon,1772000,375000,100,1772000,R
tt0034248,11462,2022,06,25,7.0,236.0,1,Suspicion,4500000,1103000,99,4500000,R
tt0034492,3170,2020,06,20,4.0,106.0,1,Bambi,267447150,858000,70,267447150,R
tt0034492,3170,2021,02,16,8.0,603.0,1,Bambi,267447150,858000,70,267447150,R
tt0034492,3170,2022,03,27,7.0,137.0,1,Bambi,267447150,858000,70,267447150,R
tt0034492,3170,2023,04,25,6.0,22.0,1,Bambi,267447150,858000,70,267447150,R
tt0034583,289,2019,10,04,9.0,139.0,1,Casablanca,10462500,878000,102,10462500,R
tt0034583,289,2020,03,28,10.0,303.0,1,Casablanca,10462500,878000,102,10462500,R
tt0034583,289,2022,06,26,8.0,275.0,1,Casablanca,10462500,878000,102,10462500,R
tt0034583,289,2022,07,26,10.0,569.0,1,Casablanca,10462500,878000,102,10462500,R
tt0034587,25508,2022,06,26,6.0,145.0,1,Cat People,4000000,134000,73,4000000,R
tt0035015,965,2022,06,26,7.0,238.0,1,The Magnificent Ambersons,0,0,88,0,R
tt0035279,31997,2019,09,02,8.0,193.0,1,Saboteur,1250000,780000,108,1250000,R
tt0035279,31997,2022,06,26,6.0,113.0,1,Saboteur,1250000,780000,108,1250000,R
tt0036244,980,2017,07,01,10.0,653.0,1,The Ox-Bow Incident,0,565000,76,0,R
tt0036244,980,2022,04,04,7.0,203.0,1,The Ox-Bow Incident,0,565000,76,0,R
tt0036342,21734,2019,08,06,9.0,351.0,1,Shadow of a Doubt,0,0,108,0,R
tt0036613,212,2019,07,01,9.0,234.0,1,Arsenic and Old Lace,0,1120175,118,0,R
tt0036613,212,2020,01,19,10.0,175.0,1,Arsenic and Old Lace,0,1120175,118,0,R
tt0036613,212,2023,12,03,10.0,350.0,1,Arsenic and Old Lace,0,1120175,118,0,R
tt0036775,996,2016,09,22,10.0,228.0,1,Double Indemnity,2500000,927262,107,2500000,R
tt0036775,996,2017,11,05,10.0,278.0,1,Double Indemnity,2500000,927262,107,2500000,R
tt0036775,996,2021,02,23,10.0,189.0,1,Double Indemnity,2500000,927262,107,2500000,R
tt0036775,996,2022,05,22,9.0,60.0,1,Double Indemnity,2500000,927262,107,2500000,R
tt0036775,996,2022,06,30,8.0,208.0,1,Double Indemnity,2500000,927262,107,2500000,R
tt0036775,996,2024,03,05,9.0,429.0,1,Double Indemnity,2500000,927262,107,2500000,R
tt0036855,13528,2019,06,09,9.0,515.0,1,Gaslight,0,2068000,114,0,R
tt0036868,887,2015,04,16,8.0,45.0,1,The Best Years of Our Lives,23650000,2100000,171,23650000,R
tt0036868,887,2022,07,07,7.0,235.0,1,The Best Years of Our Lives,23650000,2100000,171,23650000,R
tt0037008,1939,2019,06,19,8.0,319.0,1,Laura,2000000,1020000,88,2000000,R
tt0037059,909,2019,09,02,9.0,284.0,1,Meet Me in St. Louis,7566000,1707561,114,7566000,R
tt0037059,909,2022,06,30,7.0,247.0,1,Meet Me in St. Louis,7566000,1707561,114,7566000,R
tt0037382,22584,2020,03,30,7.0,125.0,1,To Have and Have Not,3650000,0,100,3650000,R
tt0037469,17136,2020,03,24,8.0,470.0,1,The Woman in the Window,0,0,99,0,R
tt0037469,17136,2022,06,30,7.0,197.0,1,The Woman in the Window,0,0,99,0,R
tt0037515,4886,2019,09,28,2.0,306.0,1,And Then There Were None,1000000,0,98,1000000,R
tt0037515,4886,2022,07,01,7.0,217.0,1,And Then There Were None,1000000,0,98,1000000,R
tt0037558,851,2022,03,28,7.0,106.0,1,Brief Encounter,0,0,86,0,R
tt0037638,20367,2016,07,31,9.0,42.0,1,Detour,0,30000,68,0,R
tt0037638,20367,2020,04,19,9.0,233.0,1,Detour,0,30000,68,0,R
tt0037638,20367,2022,07,01,5.0,167.0,1,Detour,0,30000,68,0,R
tt0037674,2457,2024,05,16,7.0,349.0,1,Children of Paradise,1457,0,191,1457,R
tt0037884,28580,2017,02,08,9.0,456.0,1,The Lost Weekend,11000000,1250000,101,11000000,R
tt0037884,28580,2019,08,03,10.0,50.0,1,The Lost Weekend,11000000,1250000,101,11000000,R
tt0037884,28580,2020,12,04,8.0,61.0,1,The Lost Weekend,11000000,1250000,101,11000000,R
tt0037884,28580,2022,07,01,7.0,195.0,1,The Lost Weekend,11000000,1250000,101,11000000,R
tt0037913,3309,2019,11,26,9.0,744.0,1,Mildred Pierce,5638000,1453000,111,5638000,R
tt0037913,3309,2022,07,01,8.0,109.0,1,Mildred Pierce,5638000,1453000,111,5638000,R
tt0038057,17058,2017,04,12,10.0,1076.0,1,Scarlet Street,2948500,1202000,103,2948500,R
tt0038057,17058,2018,12,13,9.0,476.0,1,Scarlet Street,2948500,1202000,103,2948500,R
tt0038057,17058,2022,07,01,7.0,126.0,1,Scarlet Street,2948500,1202000,103,2948500,R
tt0038109,4174,2019,09,08,8.0,75.0,1,Spellbound,7000000,1500000,111,7000000,R
tt0038109,4174,2022,07,01,7.0,189.0,1,Spellbound,7000000,1500000,111,7000000,R
tt0038355,910,2012,12,09,10.0,53.0,1,The Big Sleep,4900000,1600000,114,4900000,R
tt0038355,910,2016,02,20,10.0,32.0,1,The Big Sleep,4900000,1600000,114,4900000,R
tt0038355,910,2023,12,26,7.0,265.0,1,The Big Sleep,4900000,1600000,114,4900000,R
tt0038355,910,2024,02,08,6.0,577.0,1,The Big Sleep,4900000,1600000,114,4900000,R
tt0038559,3767,2022,09,04,5.0,437.0,1,Gilda,6000000,2000000,110,6000000,R
tt0038574,14320,2022,07,07,8.0,316.0,1,Great Expectations,0,0,118,0,R
tt0038650,1585,2019,08,18,10.0,146.0,1,It's a Wonderful Life,9644124,3180000,130,9644124,R
tt0038650,1585,2020,12,24,9.0,181.0,1,It's a Wonderful Life,9644124,3180000,130,9644124,R
tt0038650,1585,2020,12,26,8.0,186.0,1,It's a Wonderful Life,9644124,3180000,130,9644124,R
tt0038650,1585,2022,07,07,8.0,243.0,1,It's a Wonderful Life,9644124,3180000,130,9644124,R
tt0038650,1585,2023,12,25,10.0,113.0,1,It's a Wonderful Life,9644124,3180000,130,9644124,R
tt0038650,1585,2024,06,15,9.0,100.0,1,It's a Wonderful Life,9644124,3180000,130,9644124,R
tt0038669,14638,2022,08,29,7.0,285.0,1,The Killers,0,0,103,0,R
tt0038733,28162,2022,07,07,7.0,143.0,1,A Matter of Life and Death,0,0,104,0,R
tt0038762,3088,2022,04,04,7.0,201.0,1,My Darling Clementine,2750000,2000000,97,2750000,R
tt0038787,303,2012,10,28,8.0,5.0,1,Notorious,24500000,2000000,103,24500000,R
tt0038787,303,2022,07,07,7.0,177.0,1,Notorious,24500000,2000000,103,24500000,R
tt0038823,8429,2024,02,03,7.0,349.0,1,Paisan,0,0,125,0,R
tt0038854,25736,2016,06,25,9.0,85.0,1,The Postman Always Rings Twice,5086000,1683000,113,5086000,R
tt0038854,25736,2017,05,13,10.0,995.0,1,The Postman Always Rings Twice,5086000,1683000,113,5086000,R
tt0038890,307,2024,02,17,7.0,312.0,1,"Rome, Open City",1000000,20000,103,1000000,R
tt0038991,20246,2013,07,03,7.5,20.0,1,The Stranger,322000000,103400000,95,322000000,R
tt0038991,20246,2018,12,13,9.0,374.0,1,The Stranger,322000000,103400000,95,322000000,R
tt0038991,20246,2022,07,07,7.0,204.0,1,The Stranger,322000000,103400000,95,322000000,R
tt0038991,20246,2024,05,23,7.0,144.0,1,The Stranger,322000000,103400000,95,322000000,R
tt0039192,16391,2020,02,17,9.0,360.0,1,Black Narcissus,0,424000,100,0,R
tt0039192,16391,2022,07,07,7.0,242.0,1,Black Narcissus,0,424000,100,0,R
tt0039302,16227,2014,08,28,7.0,325.0,1,Dark Passage,3430000,1678000,106,3430000,R
tt0039302,16227,2022,08,27,2.0,301.0,1,Dark Passage,3430000,1678000,106,3430000,R
tt0039404,46929,2018,01,14,6.0,204.0,1,Fun and Fancy Free,0,0,73,0,R
tt0039417,8016,2016,07,31,9.0,98.0,1,"Germany, Year Zero",0,0,72,0,R
tt0039417,8016,2022,07,09,7.0,133.0,1,"Germany, Year Zero",0,0,72,0,R
tt0039628,11881,2021,12,26,9.0,106.0,1,Miracle on 34th Street,2700000,630000,96,2700000,R
tt0039628,11881,2022,12,03,7.0,280.0,1,Miracle on 34th Street,2700000,630000,96,2700000,R
tt0039689,678,2017,02,20,10.0,984.0,1,Out of the Past,0,0,97,0,R
tt0040369,37347,2019,05,29,9.0,404.0,1,Fort Apache,3000000,2500000,125,3000000,R
tt0040369,37347,2022,07,09,7.0,197.0,1,Fort Apache,3000000,2500000,125,3000000,R
tt0040506,11016,2014,08,28,9.5,343.0,1,Key Largo,0,0,100,0,R
tt0040506,11016,2019,07,16,9.0,30.0,1,Key Largo,0,0,100,0,R
tt0040506,11016,2019,10,14,9.0,178.0,1,Key Largo,0,0,100,0,R
tt0040506,11016,2023,10,20,7.0,171.0,1,Key Largo,0,0,100,0,R
tt0040522,5156,2020,08,06,7.0,105.0,1,Bicycle Thieves,450159,133000,89,450159,R
tt0040522,5156,2022,07,09,7.0,359.0,1,Bicycle Thieves,450159,133000,89,450159,R
tt0040522,5156,2023,10,22,7.0,10.0,1,Bicycle Thieves,450159,133000,89,450159,R
tt0040525,3766,2023,06,20,7.0,258.0,1,The Lady from Shanghai,1564609,2300000,87,1564609,R
tt0040724,3089,2019,05,29,10.0,446.0,1,Red River,9012000,3000000,133,9012000,R
tt0040724,3089,2022,07,09,8.0,146.0,1,Red River,9012000,3000000,133,9012000,R
tt0040725,19542,2022,09,07,8.0,315.0,1,The Red Shoes,0,500000,133,0,R
tt0040746,1580,2018,04,07,9.0,27.0,1,Rope,2200000,1500000,81,2200000,R
tt0040746,1580,2020,08,25,7.0,309.0,1,Rope,2200000,1500000,81,2200000,R
tt0040746,1580,2022,07,09,7.0,199.0,1,Rope,2200000,1500000,81,2200000,R
tt0040746,1580,2023,10,20,7.0,10.5,2,Rope,2200000,1500000,81,2200000,R
tt0040897,3090,2012,11,29,9.0,12.0,1,The Treasure of the Sierra Madre,4307000,3800000,126,4307000,R
tt0040897,3090,2016,08,04,10.0,207.0,1,The Treasure of the Sierra Madre,4307000,3800000,126,4307000,R
tt0040897,3090,2022,09,06,7.0,376.0,1,The Treasure of the Sierra Madre,4307000,3800000,126,4307000,R
tt0040897,3090,2023,10,28,8.0,277.0,1,The Treasure of the Sierra Madre,4307000,3800000,126,4307000,R
tt0041094,13465,2021,05,16,6.0,106.0,1,The Adventures of Ichabod and Mr. Toad,0,0,68,0,R
tt0041094,13465,2023,08,13,6.0,330.0,1,The Adventures of Ichabod and Mr. Toad,0,0,68,0,R
tt0041546,11898,2022,07,09,8.0,102.0,1,Kind Hearts and Coronets,0,0,104,0,R
tt0041866,13909,2015,06,03,8.0,398.0,1,She Wore a Yellow Ribbon,5400000,1600000,104,5400000,R
tt0041866,13909,2024,06,09,7.0,213.0,1,She Wore a Yellow Ribbon,5400000,1600000,104,5400000,R
tt0041959,1092,2022,07,09,7.0,255.0,1,The Third Man,1226098,0,104,1226098,R
tt0041959,1092,2023,07,01,8.0,430.0,1,The Third Man,1226098,0,104,1226098,R
tt0042041,15794,2013,11,02,10.0,780.0,1,White Heat,3483000,1300000,114,3483000,R
tt0042192,705,2013,09,03,10.0,17.0,1,All About Eve,8400000,1400000,139,8400000,R
tt0042192,705,2019,11,21,8.0,35.0,1,All About Eve,8400000,1400000,139,8400000,R
tt0042192,705,2022,10,15,10.0,600.0,1,All About Eve,8400000,1400000,139,8400000,R
tt0042192,705,2023,02,09,8.0,330.0,1,All About Eve,8400000,1400000,139,8400000,R
tt0042208,16958,2019,06,25,9.0,512.0,1,The Asphalt Jungle,0,1232000,112,0,R
tt0042332,11224,2022,12,27,7.0,200.0,1,Cinderella,263600000,2900000,74,263600000,R
tt0042332,11224,2023,05,08,5.0,18.0,1,Cinderella,263600000,2900000,74,263600000,R
tt0042546,11787,2014,09,06,8.0,305.0,1,Harvey,0,0,104,0,R
tt0042546,11787,2017,06,14,8.0,150.0,1,Harvey,0,0,104,0,R
tt0042546,11787,2021,12,06,9.0,143.0,1,Harvey,0,0,104,0,R
tt0042593,17057,2020,02,17,9.0,561.0,1,In a Lonely Place,0,0,94,0,R
tt0042593,17057,2023,03,26,7.0,238.0,1,In a Lonely Place,0,0,94,0,R
tt0042876,548,2020,01,17,10.0,638.0,1,Rashomon,117668,250000,88,117668,R
tt0042876,548,2023,02,10,7.0,253.0,1,Rashomon,117668,250000,88,117668,R
tt0042876,548,2023,05,31,7.0,383.0,1,Rashomon,117668,250000,88,117668,R
tt0042895,11617,2014,09,24,8.0,351.0,1,Rio Grande,0,0,105,0,R
tt0042895,11617,2019,05,29,8.0,231.0,1,Rio Grande,0,0,105,0,R
tt0042895,11617,2024,06,09,7.0,174.0,1,Rio Grande,0,0,105,0,R
tt0042994,1978,2022,12,27,7.0,101.0,1,Stage Fright,1900000,1450000,110,1900000,R
tt0043014,599,2014,06,16,8.0,12.0,1,Sunset Boulevard,5000000,1752000,110,5000000,R
tt0043014,599,2022,11,16,10.0,655.0,1,Sunset Boulevard,5000000,1752000,110,5000000,R
tt0043014,599,2023,01,06,7.0,429.0,1,Sunset Boulevard,5000000,1752000,110,5000000,R
tt0043014,599,2023,05,19,9.0,63.0,1,Sunset Boulevard,5000000,1752000,110,5000000,R
tt0043137,14551,2020,03,28,9.0,566.0,1,Winchester '73,2250000,0,92,2250000,R
tt0043137,14551,2021,04,22,7.0,245.0,1,Winchester '73,2250000,0,92,2250000,R
tt0043265,488,2019,03,15,10.0,426.0,1,The African Queen,10750000,1000000,105,10750000,R
tt0043265,488,2023,01,07,8.0,145.0,1,The African Queen,10750000,1000000,105,10750000,R
tt0043265,488,2023,10,22,6.0,379.0,1,The African Queen,10750000,1000000,105,10750000,R
tt0043274,12092,2023,01,07,7.0,142.0,1,Alice in Wonderland,57200000,3000000,75,57200000,R
tt0043274,12092,2023,04,16,5.0,17.0,1,Alice in Wonderland,57200000,3000000,75,57200000,R
tt0043338,25364,2020,02,09,9.0,437.0,1,Ace in the Hole,1300000,1821052,111,1300000,R
tt0043456,828,2013,11,02,10.0,369.0,1,The Day the Earth Stood Still,1850000,995000,92,1850000,R
tt0043456,828,2023,09,13,7.0,433.0,1,The Day the Earth Stood Still,1850000,995000,92,1850000,R
tt0043456,828,2024,06,14,8.0,283.0,1,The Day the Earth Stood Still,1850000,995000,92,1850000,R
tt0043924,25673,2022,06,25,7.0,328.0,1,A Place in the Sun,7000000,2300000,122,7000000,R
tt0043949,11620,2024,06,01,7.0,134.0,1,Quo Vadis,21037000,7623000,171,21037000,R
tt0044081,702,2022,04,30,4.0,725.0,1,A Streetcar Named Desire,8000000,1800000,125,8000000,R
