IMDb_code,movie_code,year_review,month_review,day_review,rating_of_movie,ave_review_len,review_count,Title,Revenue,Budget,Runtime,Opening_weekend_US,Rating
tt2404233,205584,2023,01,12,1.0,58.0,1,Gods of Egypt,150680864,140000000,127,150680864,R
tt2404425,304357,2015,09,02,7.0,226.0,1,Woman in Gold,61619773,11000000,109,61619773,R
tt2404435,333484,2016,12,24,7.0,245.0,1,The Magnificent Seven,162400000,90000000,132,162400000,R
tt2404435,333484,2017,02,05,9.0,599.0,1,The Magnificent Seven,162400000,90000000,132,162400000,R
tt2404435,333484,2017,02,06,6.0,24.0,1,The Magnificent Seven,162400000,90000000,132,162400000,R
tt2404435,333484,2017,03,30,10.0,648.0,1,The Magnificent Seven,162400000,90000000,132,162400000,R
tt2404435,333484,2019,04,24,7.0,355.0,1,The Magnificent Seven,162400000,90000000,132,162400000,R
tt2404435,333484,2023,04,11,8.0,548.0,1,The Magnificent Seven,162400000,90000000,132,162400000,R
tt2404461,152780,2023,01,04,8.0,73.0,1,The Past,10631747,11000000,130,10631747,R
tt2404463,136795,2014,01,20,7.5,19.0,1,The Heat,158674180,43000000,117,158674180,R
tt2404463,136795,2015,03,21,5.5,555.0,1,The Heat,158674180,43000000,117,158674180,R
tt2406566,341013,2017,07,27,8.0,245.0,1,Atomic Blonde,100000000,30000000,115,100000000,R
tt2406566,341013,2018,01,30,10.0,467.0,1,Atomic Blonde,100000000,30000000,115,100000000,R
tt2406566,341013,2023,01,14,1.0,176.0,1,Atomic Blonde,100000000,30000000,115,100000000,R
tt2406566,341013,2023,04,18,4.0,19.0,1,Atomic Blonde,100000000,30000000,115,100000000,R
tt2406566,341013,2024,05,11,8.0,98.0,1,Atomic Blonde,100000000,30000000,115,100000000,R
tt24068064,985617,2023,06,14,6.0,262.0,1,Reality,0,0,83,0,R
tt24068064,985617,2024,02,08,9.0,89.0,1,Reality,0,0,83,0,R
tt2409818,151368,2017,11,29,6.0,286.0,1,Open Windows,100000,4000000,101,100000,R
tt2409818,151368,2018,03,12,4.0,100.0,1,Open Windows,100000,4000000,101,100000,R
tt2409818,151368,2019,12,10,5.0,133.0,1,Open Windows,100000,4000000,101,100000,R
tt2409818,151368,2021,08,24,6.0,73.0,1,Open Windows,100000,4000000,101,100000,R
